category,folder,file,converted
A_rating_convertible,Alex Paunov literal inferences Dec 3 2011,2011-12-03_Batch_662556.csv,1
A_rating_convertible,Anne Abeille acceptability Apr 10 2020,2020-04-10_Batch_3988853.csv,0
A_rating_convertible,Anne Abeille acceptability Apr 10 2020,2020-04-26_Batch_4010479.csv,0
A_rating_convertible,Anne Abeille acceptability Apr 10 2020,2020-04-26_Batch_4010154.csv,0
A_rating_convertible,Anne Abeille acceptability Apr 10 2020,2020-04-25_Batch_4009810.csv,0
A_rating_convertible,Anne Abeille acceptability Apr 6 2020 1,2020-04-06_Batch_3983472.csv,0
A_rating_convertible,Anne Abeille acceptability Aug 29 2020 2,2020-08-29_Batch_4168176.csv,0
A_rating_convertible,Anne Abeille acceptability Aug 30 2020 3,2020-08-30_Batch_4168467.csv,0
A_rating_convertible,Anne Abeille acceptability Aug 7 2020,2020-08-07_Batch_4144066.csv,0
A_rating_convertible,Anne Abeille acceptability Aug 7 2020,2020-08-07_Batch_4143645.csv,0
A_rating_convertible,Anne Abeille acceptability Aug 7 2020,2020-08-07_Batch_4144128.csv,0
A_rating_convertible,Anne Abeille acceptability Aug 7 2020,2020-08-07_Batch_4144124.csv,0
A_rating_convertible,Anne Abeille acceptability Aug 7 2020,2020-08-07_Batch_4144024.csv,0
A_rating_convertible,Anne Abeille acceptability Dec 2019,2019-12-10_Batch_3864971.csv,0
A_rating_convertible,Anne Abeille acceptability Dec 2019,2019-12-09_Batch_3863644.csv,0
A_rating_convertible,Anne Abeille acceptability July 12 2017 1,2017-07-12_Batch_2867401.csv,1
A_rating_convertible,Anne Abeille acceptability July 15 2022,2022-07-15_Batch_4781890.csv,0
A_rating_convertible,Anne Abeille acceptability July 15 2022,2022-07-15_Batch_4781723.csv,0
A_rating_convertible,Anne Abeille acceptability July 15 2022,2022-07-15_Batch_4781721.csv,0
A_rating_convertible,Anne Abeille acceptability July 15 2022,2022-07-15_Batch_4781889.csv,0
A_rating_convertible,Anne Abeille acceptability July 19 2017,2017-11-22_Batch_3021089.csv,0
A_rating_convertible,Anne Abeille acceptability July 19 2017,2017-07-19_Batch_2877521.csv,0
A_rating_convertible,Anne Abeille acceptability July 19 2017,2017-11-23_Batch_3021819.csv,0
A_rating_convertible,Anne Abeille acceptability July 19 2017,2017-07-22_Batch_2881429.csv,0
A_rating_convertible,Anne Abeille acceptability June 16 2019 2,2019-06-16_Batch_3677487.csv,0
A_rating_convertible,Anne Abeille acceptability Mar 23 2019,2019-03-28_Batch_3586080.csv,0
A_rating_convertible,Anne Abeille acceptability Mar 23 2019,2019-03-24_Batch_3580832.csv,0
A_rating_convertible,Anne Abeille acceptability Mar 23 2019,2019-04-28_Batch_3623471.csv,0
A_rating_convertible,Anne Abeille acceptability May 8 2020,2020-05-09_Batch_4030224.csv,0
A_rating_convertible,Anne Abeille acceptability May 8 2020,2020-05-11_Batch_4032644.csv,0
A_rating_convertible,Anne Abeille acceptability May 8 2020,2020-05-09_Batch_4030330.csv,0
A_rating_convertible,Anne Abeille acceptability May 8 2020,2020-05-11_Batch_4032476.csv,0
A_rating_convertible,Anne Abeille acceptability May 8 2020,2020-05-09_Batch_4030215.csv,0
A_rating_convertible,Anne Abeille acceptability Nov 27 2020,2021-01-31_Batch_4320304.csv,0
A_rating_convertible,Anne Abeille acceptability Nov 27 2020,2020-12-03_Batch_4268929.csv,0
A_rating_convertible,Anne Abeille acceptability Nov 27 2020,2020-12-02_Batch_4268240.csv,0
A_rating_convertible,Anne Abeille acceptability Nov 27 2020,2020-11-27_Batch_4263267.csv,0
A_rating_convertible,Anne Abeille acceptability aug 14 2017 2,2017-08-15_Batch_2908247.csv,0
A_rating_convertible,Anne Abeille focus Nov 27 2022,2023-01-25_Batch_4996300.csv,0
A_rating_convertible,Anne Abeille focus Nov 27 2022,2022-11-27_Batch_4948787.csv,0
A_rating_convertible,Anne Abeille focus Nov 27 2022,2023-01-25_Batch_4996148.csv,0
A_rating_convertible,Anne Abeille focus Nov 27 2022,2023-01-26_Batch_4996648.csv,0
A_rating_convertible,Anne Abeille focus Nov 27 2022,2023-01-25_Batch_4996379.csv,0
A_rating_convertible,Anne Abeille focus Nov 27 2022,2022-11-30_Batch_4952584.csv,0
A_rating_convertible,Brief sentence naturalness survey March 2011,2011-03-06_Batch_464493.csv,1
A_rating_convertible,Brief sentence naturalness survey March 2011,2011-03-06_Batch_464494.csv,1
A_rating_convertible,Chomsky items,2010-02-26_Batch_200413.csv,1
A_rating_convertible,Chomsky items,2010-02-26_Batch_200412.csv,1
A_rating_convertible,Chomsky items,2010-02-26_Batch_200410.csv,1
A_rating_convertible,Chomsky items,2010-02-26_Batch_200411.csv,1
A_rating_convertible,Chomsky items,2010-02-26_Batch_200400.csv,1
A_rating_convertible,Chomsky items,2010-02-26_Batch_200399.csv,1
A_rating_convertible,Chomsky items,2010-02-26_Batch_200402.csv,1
A_rating_convertible,Chomsky items,2010-02-26_Batch_200403.csv,1
A_rating_convertible,Chomsky items,2010-02-26_Batch_200397.csv,1
A_rating_convertible,Chomsky items,2010-02-26_Batch_200408.csv,1
A_rating_convertible,Chomsky items,2010-02-26_Batch_200409.csv,1
A_rating_convertible,Chomsky items,2010-02-26_Batch_200393.csv,1
A_rating_convertible,Copy cat Polly Dec 2013 1,2013-12-01_Batch_1346621.csv,1
A_rating_convertible,Copy cat Polly June 2014,2014-06-12_Batch_1567695.csv,1
A_rating_convertible,Copy cat Polly June 2014,2014-06-12_Batch_1567915.csv,1
A_rating_convertible,Copy cat Polly June 2014,2014-06-12_Batch_1567058.csv,1
A_rating_convertible,Copy cat Polly June 2014 v2 1,2014-06-12_Batch_1567519.csv,1
A_rating_convertible,Copy of Abby's thing,2021-12-06_Batch_4625341.csv,0
A_rating_convertible,Copy of Abby's thing,2021-12-07_Batch_4625860.csv,0
A_rating_convertible,Copy of Sentence naturalness for Ev and Kyle 2,2012-09-08_Batch_903666.csv,0
A_rating_convertible,Cul & Jack Sentence naturalness survey 2 Sept 2011,2011-09-15_Batch_602475.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey 2 Sept 2011,2011-09-15_Batch_602513.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey April 2010,2010-04-11_Batch_222434.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey April 2010,2010-04-11_Batch_222435.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey April 2010,2010-04-11_Batch_222437.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey April 2010,2010-04-11_Batch_222436.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey April 2010,2010-04-11_Batch_222426.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey April 2010,2010-04-11_Batch_222427.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey April 2010,2010-04-11_Batch_222433.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey April 2010,2010-04-11_Batch_222425.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey April 2010,2010-04-11_Batch_222431.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey April 2010,2010-04-11_Batch_222424.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey April 2010,2010-04-11_Batch_222428.csv,1
A_rating_convertible,Cul & Jack Sentence naturalness survey April 2010,2010-04-11_Batch_222439.csv,1
A_rating_convertible,DC_substitution_Yuhan 4,2021-04-13_Batch_4407055.csv,0
A_rating_convertible,DC_substitution_Yuhan_2,2021-04-15_Batch_4409029.csv,0
A_rating_convertible,Daphne acceptability Nov 23 2021,2021-11-24_Batch_4615216.csv,0
A_rating_convertible,Daphne acceptability Nov 23 2021,2021-11-24_Batch_4615581.csv,0
A_rating_convertible,ECOG sentences imaginability Jan 8 2014,2014-01-21_Batch_1392303.csv,1
A_rating_convertible,ECOG sentences imaginability Jan 8 2014,2014-01-27_Batch_1398068.csv,1
A_rating_convertible,ECOG sentences naturalness Jan 8 2014 2,2014-01-27_Batch_1398071.csv,1
A_rating_convertible,ECOG sentences naturalness Jan 8 2014 2,2014-01-21_Batch_1391834.csv,1
A_rating_convertible,ERP norming error detection- June 2013 4,2013-06-24_Batch_1188379.csv,1
A_rating_convertible,ERP sentence naturalness survey June 2013 2,2013-06-24_Batch_1188296.csv,1
A_rating_convertible,Eunice disfluency 2 Nov 17 2011,2011-11-17_Batch_648844.csv,1
A_rating_convertible,Eunice disfluency Nov 15 2011,2011-11-15_Batch_647387.csv,1
A_rating_convertible,Eunice disfluency Nov 15 2011,2011-11-15_Batch_647390.csv,1
A_rating_convertible,Events2 irreversibility ratings list1 March 15 2014,2014-03-15_Batch_1456207.csv,1
A_rating_convertible,Events2 irreversibility ratings list1 March 15 2014,2014-03-16_Batch_1456977.csv,1
A_rating_convertible,Events2 irreversibility ratings list2 March 15 2014 1,2014-03-16_Batch_1456979.csv,1
A_rating_convertible,EventsAdapt Main - Zawad,2021-03-15_Batch_4368386.csv,0
A_rating_convertible,EventsAdapt Main - Zawad,2021-05-04_Batch_4430335.csv,0
A_rating_convertible,EventsAdapt Pilot - Zawad 2,2021-02-12_Batch_4332828.csv,0
A_rating_convertible,EventsRev plausibility 1,2020-05-26_Batch_4054214.csv,0
A_rating_convertible,EventsRev plausibility Anya,2020-05-27_Batch_4055390.csv,0
A_rating_convertible,EventsRev plausibility Anya,2020-05-27_Batch_4055141.csv,0
A_rating_convertible,EventsRev plausibility Anya,2020-05-28_Batch_4057413.csv,0
A_rating_convertible,EventsRev plausibility Anya,2020-05-27_Batch_4055655.csv,0
A_rating_convertible,False belief acceptability sept 1 2017,2017-09-01_Batch_2925416.csv,0
A_rating_convertible,False belief acceptability sept 1 2017,2017-09-01_Batch_2925581.csv,0
A_rating_convertible,Giuseppe Locative Inversions Dec 15 2020,2020-12-15_Batch_4280957.csv,0
A_rating_convertible,Giuseppe Locative Inversions Dec 15 2020,2020-12-15_Batch_4280969.csv,0
A_rating_convertible,Giuseppe Locative Inversions Dec 15 2020,2020-12-15_Batch_4281049.csv,0
A_rating_convertible,Giuseppe acceptability Nov 02 2020 6,2020-11-02_Batch_4238919.csv,0
A_rating_convertible,Giuseppe_Dative Alternation,2021-10-28_Batch_4587596.csv,0
A_rating_convertible,Giuseppe_Dative Alternation,2021-11-01_Batch_4590270.csv,0
A_rating_convertible,ISAC Sentence naturalness survey Feb 2011 64 items survey code= GIANT-COBRA,2011-02-19_Batch_453531.csv,1
A_rating_convertible,ISAC Sentence naturalness survey Feb 2011 survey code= GIANT-COBRA,2011-02-19_Batch_453212.csv,1
A_rating_convertible,ISAC Sentence naturalness survey May 1 2011 80 items; code= SILLY-ANTELOPE,2011-05-02_Batch_509386.csv,1
A_rating_convertible,Imperative control IaD GS May 16 2011 Purple Puppy,2011-05-16_Batch_518973.csv,1
A_rating_convertible,Islands acceptability expt 2 Dec 2 2012,2012-12-02_Batch_979297.csv,1
A_rating_convertible,Islands acceptability expt 2 Dec 2 2012,2012-12-02_Batch_979442.csv,1
A_rating_convertible,Jana acceptability July 10 2014,2014-07-10_Batch_1599398.csv,1
A_rating_convertible,Jana acceptability July 10 2014,2014-07-10_Batch_1598677.csv,1
A_rating_convertible,Kyle Norming Words,2015-04-28_Batch_1921532.csv,0
A_rating_convertible,Kyle Norming Words,2015-04-28_Batch_1921777.csv,0
A_rating_convertible,Kyle Norming Words,2015-04-27_Batch_1920706.csv,0
A_rating_convertible,Kyle Norming Words,2015-04-28_Batch_1921289.csv,0
A_rating_convertible,Laura norming error check list 1- Mar 17 2012,2012-03-17_Batch_746227.csv,0
A_rating_convertible,Laura norming error check list 1- Mar 17 2012,2012-03-17_Batch_746223.csv,0
A_rating_convertible,Lauren sentence naturalness survey Oct 14 2011,2011-10-14_Batch_624323.csv,1
A_rating_convertible,Lauren sentence naturalness survey expt 2 Nov 15 2011,2011-11-15_Batch_647255.csv,1
A_rating_convertible,Lauren sentence naturalness survey expt 2 Nov 15 2011,2011-11-15_Batch_647253.csv,1
A_rating_convertible,Lauren sentence naturalness survey expt3 Nov 17 2011,2011-11-17_Batch_648823.csv,1
A_rating_convertible,Liu_decl_control_Sep,2017-09-08_Batch_2931745.csv,0
A_rating_convertible,Liu_decl_control_Sep,2017-09-07_Batch_2931193.csv,0
A_rating_convertible,Liu_decl_control_Sep,2017-09-08_Batch_2932318.csv,0
A_rating_convertible,MK - 'Alive' Corpus Questionnaire,2011-04-05_Batch_488203.csv,1
A_rating_convertible,MK - 'Goals' Corpus Questionnaire,2011-04-06_Batch_488598.csv,1
A_rating_convertible,MK - 'Thought' Corpus Questionnaire,2011-04-06_Batch_488599.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287818.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287777.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287789.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287774.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287761.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287775.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287836.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287771.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287765.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287759.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287823.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287773.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287845.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287709.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287849.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287805.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287839.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287757.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287794.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287782.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287783.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287792.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287752.csv,1
A_rating_convertible,MK grammaticality study 7-20,2010-07-20_Batch_287791.csv,1
A_rating_convertible,Massive mem- Number of meanings April 2014,2014-04-21_Batch_1503237.csv,0
A_rating_convertible,Massive mem- Number of meanings April 2014,2014-04-21_Batch_1503221.csv,0
A_rating_convertible,Massive mem- Number of meanings April 2014,2014-04-21_Batch_1503224.csv,0
A_rating_convertible,Massive mem- Number of meanings April 2014,2014-04-21_Batch_1503231.csv,0
A_rating_convertible,Massive mem- Number of meanings April 2014,2014-04-16_Batch_1496612.csv,0
A_rating_convertible,Massive mem- Number of meanings April 2014,2014-04-21_Batch_1503216.csv,0
A_rating_convertible,Massive mem- Number of meanings April 2014,2014-04-21_Batch_1503214.csv,0
A_rating_convertible,Massive mem- Number of meanings April 2014,2014-04-21_Batch_1503211.csv,0
A_rating_convertible,Massive mem- Number of meanings April 2014 end 1,2014-04-21_Batch_1503254.csv,0
A_rating_convertible,Massive mem- Number of synonyms April 2014,2014-04-21_Batch_1503222.csv,0
A_rating_convertible,Massive mem- Number of synonyms April 2014,2014-04-21_Batch_1503235.csv,0
A_rating_convertible,Massive mem- Number of synonyms April 2014,2014-04-21_Batch_1503208.csv,0
A_rating_convertible,Massive mem- Number of synonyms April 2014,2014-04-21_Batch_1503219.csv,0
A_rating_convertible,Massive mem- Number of synonyms April 2014,2014-04-21_Batch_1503228.csv,0
A_rating_convertible,Massive mem- Number of synonyms April 2014,2014-04-21_Batch_1503215.csv,0
A_rating_convertible,Massive mem- Number of synonyms April 2014,2014-04-16_Batch_1496642.csv,0
A_rating_convertible,Massive mem- Number of synonyms April 2014,2014-04-21_Batch_1503213.csv,0
A_rating_convertible,Massive mem- Number of synonyms April 2014 end 1,2014-04-21_Batch_1503257.csv,0
A_rating_convertible,Massive mem- Number of synonyms May 2014,2014-05-26_Batch_1546435.csv,0
A_rating_convertible,Massive mem- Number of synonyms May 2014,2014-05-26_Batch_1546432.csv,0
A_rating_convertible,Massive mem- Number of synonyms May 2014,2014-05-26_Batch_1546427.csv,0
A_rating_convertible,Massive mem- Number of synonyms May 2014,2014-05-26_Batch_1546356.csv,0
A_rating_convertible,Massive mem- Number of synonyms May 2014,2014-05-26_Batch_1546441.csv,0
A_rating_convertible,Massive mem- Number of synonyms May 2014,2014-05-26_Batch_1546445.csv,0
A_rating_convertible,Massive mem- Number of synonyms May 2014,2014-05-26_Batch_1546429.csv,0
A_rating_convertible,Massive mem- Number of synonyms May 2014,2014-05-26_Batch_1546439.csv,0
A_rating_convertible,Massive mem- Number of synonyms May 2014 end 1,2014-05-26_Batch_1546454.csv,0
A_rating_convertible,Massive mem- arousal Mar 2013,2013-03-13_Batch_1066155.csv,1
A_rating_convertible,Massive mem- arousal Mar 2013,2013-03-13_Batch_1066154.csv,1
A_rating_convertible,Massive mem- arousal Mar 2013,2013-03-13_Batch_1066156.csv,1
A_rating_convertible,Massive mem- arousal Mar 2013,2013-03-13_Batch_1066157.csv,1
A_rating_convertible,Massive mem- arousal Mar 2013,2013-03-13_Batch_1066150.csv,1
A_rating_convertible,Massive mem- arousal Mar 2013,2013-03-13_Batch_1065983.csv,1
A_rating_convertible,Massive mem- arousal Mar 2013,2013-03-13_Batch_1066159.csv,1
A_rating_convertible,Massive mem- arousal Mar 2013,2013-03-13_Batch_1066158.csv,1
A_rating_convertible,Massive mem- arousal Mar 2013 end 2,2013-03-13_Batch_1066220.csv,1
A_rating_convertible,Massive mem- arousal Mar 2014,2014-03-27_Batch_1471609.csv,1
A_rating_convertible,Massive mem- arousal Mar 2014,2014-03-27_Batch_1471608.csv,1
A_rating_convertible,Massive mem- arousal Mar 2014,2014-03-27_Batch_1471616.csv,1
A_rating_convertible,Massive mem- arousal Mar 2014,2014-03-27_Batch_1471614.csv,1
A_rating_convertible,Massive mem- arousal Mar 2014,2014-03-27_Batch_1471615.csv,1
A_rating_convertible,Massive mem- arousal Mar 2014,2014-03-27_Batch_1471611.csv,1
A_rating_convertible,Massive mem- arousal Mar 2014,2014-03-27_Batch_1471610.csv,1
A_rating_convertible,Massive mem- arousal Mar 2014,2014-03-27_Batch_1471612.csv,1
A_rating_convertible,Massive mem- arousal Mar 2014 end 1,2014-03-27_Batch_1471619.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2013,2013-03-06_Batch_1058869.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2013,2013-03-06_Batch_1058857.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2013,2013-03-06_Batch_1058614.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2013,2013-03-06_Batch_1058804.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2013,2013-03-06_Batch_1058861.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2013,2013-03-06_Batch_1058860.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2013,2013-03-06_Batch_1058863.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2013,2013-03-06_Batch_1058867.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2013,2013-03-06_Batch_1058865.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2013 end 1,2013-03-06_Batch_1058877.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2014,2014-03-26_Batch_1470672.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2014,2014-03-26_Batch_1470676.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2014,2014-03-26_Batch_1470689.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2014,2014-03-26_Batch_1470674.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2014,2014-03-26_Batch_1470700.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2014,2014-03-26_Batch_1470679.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2014,2014-03-26_Batch_1470695.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2014,2014-03-26_Batch_1470683.csv,1
A_rating_convertible,Massive mem- concreteness Mar 2014 end 1,2014-03-26_Batch_1470704.csv,1
A_rating_convertible,Massive mem- familiarity Mar 2013,2013-03-10_Batch_1062838.csv,1
A_rating_convertible,Massive mem- familiarity Mar 2013,2013-03-10_Batch_1062860.csv,1
