unit,mean,std,n,individual_ratings,item_type
"Jacob tried to bend the metal bar, and people were amazed.",6.1538,1.3483,39,"[7, 6, 7, 5, 7, 5, 7, 7, 7, 1, 6, 7, 5, 7, 2, 6, 7, 7, 7, 7, 6, 6, 5, 6, 7, 7, 7, 6, 6, 7, 7, 7, 7, 7, 5, 7, 5, 5, 7]",filler
"Jacob wanted to break the vase, and he breaks.",2.5526,1.766,38,"[6, 2, 2, 3, 5, 1, 3, 7, 4, 2, 1, 2, 1, 5, 1, 1, 1, 1, 2, 2, 1, 2, 3, 1, 1, 3, 3, 3, 1, 5, 2, 1, 1, 5, 1, 5, 6, 1]",filler
"Jacob wanted to speed through the task, and he did speed through it.",6.0455,0.9989,22,"[6, 7, 7, 5, 7, 4, 6, 5, 7, 7, 7, 6, 5, 6, 6, 7, 7, 7, 6, 5, 6, 4]",test
"Jacob wanted to speed through the task, and speed through it he did.",4.3125,2.0238,16,"[4, 5, 3, 1, 4, 6, 2, 4, 7, 3, 6, 6, 2, 7, 2, 7]",test
"Jacob wanted to voted early, and not he sure did.",2.1795,1.7899,39,"[6, 1, 1, 1, 5, 1, 2, 2, 3, 1, 1, 6, 1, 1, 1, 1, 2, 1, 1, 1, 5, 6, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 3, 2, 6, 6, 2]",filler
"Jacob was furious and wanted to fling the door open, and flung it he did.",4.2353,1.715,17,"[5, 4, 1, 5, 3, 2, 7, 5, 3, 7, 3, 3, 7, 4, 4, 5, 4]",test
"Jacob was furious and wanted to fling the door open, and he did flung it.",4.0455,2.0113,22,"[4, 1, 7, 1, 5, 7, 1, 4, 6, 3, 2, 3, 6, 5, 3, 2, 5, 2, 7, 6, 5, 4]",test
"Jacob was inspired to fight for his rights, and fought for them he did.",4.375,1.7464,16,"[4, 5, 3, 5, 3, 7, 2, 2, 6, 6, 2, 4, 3, 6, 5, 7]",test
"Jacob was inspired to fight for his rights, and he did fought for them.",3.375,1.9068,24,"[4, 1, 5, 1, 2, 2, 2, 7, 1, 6, 6, 3, 3, 1, 3, 5, 2, 3, 2, 6, 2, 5, 6, 3]",test
"Jane felt eager enough to apply for the job, and applied she did.",4.0556,2.0714,18,"[4, 7, 3, 3, 2, 7, 1, 4, 4, 7, 1, 3, 7, 5, 1, 4, 5, 5]",test
"Jane felt eager enough to apply for the job, and she did applied.",3.6667,2.1055,21,"[1, 3, 5, 6, 1, 1, 4, 7, 4, 7, 1, 6, 4, 6, 3, 1, 2, 4, 3, 6, 2]",test
"Jessica bent the wire into a heart shape, and it looked beautiful.",6.575,1.0595,40,"[6, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 1, 7, 7, 7, 6, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 5, 7]",filler
"Jessica tried to kept the door open, and latch was loose.",2.9737,1.4975,38,"[5, 2, 2, 4, 1, 4, 2, 4, 5, 4, 4, 4, 2, 6, 2, 3, 1, 1, 5, 1, 2, 2, 1, 3, 1, 4, 2, 4, 2, 2, 2, 3, 5, 2, 2, 6, 5, 3]",filler
"Lauren feels she was calm and wants to draw, and did much well.",3.6923,2.0539,39,"[4, 1, 1, 4, 4, 1, 1, 5, 6, 3, 7, 7, 5, 3, 6, 2, 6, 2, 7, 5, 3, 6, 7, 2, 2, 1, 6, 4, 3, 5, 1, 6, 3, 1, 1, 3, 2, 5, 3]",filler
"Lauren felt driven to improve her skills, and improved them she did.",4.2143,1.7921,28,"[3, 5, 3, 6, 6, 3, 5, 3, 6, 1, 2, 6, 2, 6, 5, 1, 7, 3, 6, 5, 2, 6, 6, 2, 5, 5, 5, 3]",test
"Lauren felt driven to improve her skills, and she did improved them.",3.0833,2.3143,12,"[1, 1, 3, 7, 1, 1, 7, 2, 5, 4, 4, 1]",test
"Lauren felt hopeless and wanted to run away, and run away she did.",4.087,2.1087,23,"[5, 4, 6, 3, 5, 3, 1, 5, 6, 2, 1, 1, 4, 1, 2, 7, 5, 7, 2, 6, 6, 7, 5]",test
"Lauren felt hopeless and wanted to run away, and she did run away.",5.4118,1.6977,17,"[3, 7, 5, 6, 2, 6, 2, 7, 5, 7, 6, 5, 7, 5, 7, 5, 7]",test
"Lauren felt patient and wanted to wait quietly, and she did waited.",2.9375,2.1747,16,"[5, 2, 1, 7, 2, 3, 1, 1, 7, 2, 5, 5, 1, 1, 1, 3]",test
"Lauren felt patient and wanted to wait quietly, and waited she did.",4.3333,1.9927,24,"[3, 4, 6, 5, 1, 3, 4, 5, 1, 7, 7, 2, 3, 6, 1, 6, 2, 5, 4, 7, 5, 7, 6, 4]",test
"Lauren felt proud of winning the race, and indeed she certainly did win.",5.575,1.6929,40,"[4, 4, 5, 6, 6, 4, 5, 7, 6, 6, 7, 7, 7, 7, 1, 2, 6, 1, 7, 6, 7, 7, 6, 2, 6, 7, 7, 7, 6, 4, 7, 7, 5, 5, 7, 7, 5, 6, 5, 6]",filler
"Lauren may have wanted to drawn pictures, and she drew slowly it.",2.55,1.9474,40,"[6, 1, 1, 5, 5, 1, 1, 7, 1, 3, 2, 7, 1, 1, 1, 1, 5, 2, 1, 3, 1, 1, 7, 1, 2, 1, 2, 2, 2, 4, 1, 1, 1, 1, 2, 2, 3, 5, 4, 4]",filler
"Lauren needed to talk clearly, and she not so did.",2.5,1.8397,40,"[6, 1, 1, 4, 6, 1, 1, 3, 1, 2, 6, 5, 1, 1, 1, 2, 2, 1, 1, 3, 1, 5, 2, 2, 1, 1, 3, 1, 2, 3, 1, 6, 1, 1, 2, 6, 1, 5, 5, 2]",filler
"Lauren needs to print the forms, and print does one.",2.1316,1.7112,38,"[4, 1, 1, 3, 1, 1, 1, 1, 1, 1, 4, 7, 2, 2, 1, 1, 6, 1, 2, 2, 2, 1, 2, 1, 1, 6, 3, 1, 1, 1, 1, 1, 1, 3, 2, 4, 6, 1]",filler
"Lauren wanted to caught the ball, and hands full.",1.75,1.3349,40,"[3, 1, 1, 1, 6, 1, 1, 2, 1, 2, 1, 3, 1, 1, 1, 2, 3, 1, 1, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 5, 6, 3]",filler
"Liam confidently left to lead the meeting, and he led it well.",5.85,1.6878,40,"[4, 7, 5, 7, 4, 7, 5, 2, 7, 7, 3, 7, 7, 7, 7, 2, 6, 1, 7, 6, 7, 6, 7, 7, 7, 7, 7, 6, 7, 6, 7, 7, 3, 6, 7, 7, 6, 4, 5, 7]",filler
"Liam could not resist scratching his cat, and he did scratch her.",4.7778,2.0452,18,"[1, 4, 4, 5, 7, 2, 1, 7, 4, 3, 7, 6, 6, 7, 6, 5, 4, 7]",test
"Liam could not resist scratching his cat, and scratch her he did.",3.9048,2.0713,21,"[6, 6, 5, 3, 4, 1, 1, 2, 3, 2, 2, 4, 5, 6, 1, 6, 2, 3, 7, 7, 6]",test
"Liam felt itchy and wanted to scratch his arm, and he did scratched it.",3.8235,2.4299,17,"[5, 1, 1, 4, 7, 7, 7, 1, 6, 1, 2, 6, 3, 1, 6, 5, 2]",test
