unit,mean,std,n,individual_ratings,item_type
The ascent of the mountain was deathly cold.,3.3333,1.8068,30,"[5, 6, 2, 6, 3, 1, 5, 6, 4, 4, 3, 4, 1, 3, 7, 1, 1, 3, 1, 2, 1, 2, 5, 4, 1, 5, 3, 5, 3, 3]",test
The astronaut embarked on a mission with resolve.,5.1,1.7685,30,"[6, 7, 7, 4, 6, 1, 7, 5, 6, 6, 4, 6, 4, 5, 4, 6, 2, 2, 5, 7, 1, 6, 7, 7, 7, 4, 5, 5, 6, 5]",test
The audience slowly filed into their seats.,3.0667,1.7798,30,"[2, 2, 5, 1, 4, 1, 3, 2, 5, 2, 1, 1, 2, 1, 7, 4, 1, 5, 2, 3, 2, 5, 5, 6, 1, 3, 5, 5, 2, 4]",test
The audience went silent and the spotlight came on.,4.4333,1.3047,30,"[3, 5, 6, 5, 6, 4, 4, 5, 5, 5, 4, 4, 4, 2, 5, 4, 2, 6, 4, 5, 1, 5, 6, 7, 5, 4, 5, 5, 3, 4]",test
The baby giggled with delight when she saw her mom.,6.2667,1.2015,30,"[6, 7, 7, 5, 7, 7, 7, 7, 7, 6, 4, 6, 7, 5, 7, 6, 3, 7, 6, 7, 3, 7, 7, 7, 7, 5, 7, 7, 7, 7]",test
The badminton tournament took place on a wooden floor.,2.0,1.4142,30,"[2, 1, 1, 1, 2, 4, 1, 5, 5, 2, 2, 1, 1, 2, 6, 2, 1, 2, 1, 1, 1, 4, 2, 1, 1, 2, 1, 3, 1, 1]",test
The baker crafted a delicate pastry with care.,4.5333,1.4559,30,"[3, 4, 6, 4, 5, 7, 6, 3, 5, 6, 4, 4, 6, 3, 5, 4, 3, 3, 2, 6, 1, 6, 4, 6, 5, 3, 6, 6, 5, 5]",test
The book it was based on had thrilling moments.,2.931,1.7511,29,"[2, 6, 1, 5, 5, 1, 5, 2, 3, 2, 2, 5, 3, 2, 4, 1, 1, 5, 2, 3, 1, 1, 5, 3, 1, 1, 5, 2, 6]",test
The bookstore carries a great variety of fantasy novels.,2.2667,1.484,30,"[4, 2, 1, 2, 3, 4, 1, 1, 4, 2, 1, 1, 2, 1, 4, 1, 1, 3, 2, 2, 1, 1, 3, 2, 1, 3, 1, 5, 2, 7]",test
The cabin was rustic and filled with character.,2.4667,1.5025,30,"[2, 2, 1, 3, 2, 1, 4, 2, 6, 2, 2, 3, 1, 3, 1, 2, 1, 2, 3, 2, 1, 1, 5, 2, 1, 4, 3, 6, 1, 5]",test
The calm atmosphere helps reduce stress levels.,4.0,1.7811,30,"[6, 3, 4, 2, 4, 7, 5, 4, 6, 6, 2, 6, 3, 5, 7, 3, 1, 3, 3, 4, 4, 2, 5, 1, 1, 3, 6, 6, 5, 3]",test
The colorful creature has blue feathers and a pretty call.,2.1333,1.2794,30,"[2, 4, 1, 3, 1, 1, 3, 2, 4, 4, 2, 3, 2, 2, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 1, 4, 1, 6, 2, 2]",test
The conductor raised her baton to begin the piece.,3.8333,1.7036,30,"[6, 2, 6, 3, 4, 7, 5, 2, 5, 2, 3, 2, 6, 2, 7, 4, 1, 2, 4, 2, 3, 5, 4, 5, 4, 4, 5, 5, 4, 1]",test
The construction team questioned the window placement.,3.6,1.734,30,"[4, 1, 6, 4, 2, 4, 3, 5, 3, 5, 2, 4, 6, 2, 6, 3, 2, 4, 2, 5, 1, 6, 5, 2, 2, 2, 1, 4, 5, 7]",test
The couple was forced to end their relationship.,5.9667,1.3767,30,"[6, 7, 6, 7, 7, 6, 7, 7, 6, 6, 5, 5, 6, 3, 7, 7, 4, 7, 3, 7, 7, 7, 7, 7, 5, 6, 6, 6, 7, 2]",test
The desert was silent and desolate.,2.1333,1.5025,30,"[2, 2, 1, 2, 2, 1, 3, 2, 3, 2, 2, 5, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 6, 3, 1, 1, 1, 5, 2, 6]",test
The development will include new high-rises and parks.,2.2069,1.7399,29,"[2, 1, 2, 2, 2, 7, 1, 2, 3, 2, 1, 1, 1, 2, 5, 2, 1, 2, 1, 2, 1, 1, 1, 1, 4, 1, 7, 1, 5]",test
The device features advanced AI capabilities.,2.0,1.5536,30,"[4, 2, 2, 4, 2, 6, 1, 3, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 5, 1, 5]",test
The diner piled plates high with hearty comfort food.,3.4,1.714,30,"[5, 6, 2, 2, 6, 1, 2, 2, 5, 6, 3, 3, 5, 2, 7, 4, 1, 3, 2, 3, 1, 2, 5, 1, 3, 4, 4, 4, 5, 3]",test
The driver filled the tank with gas on the way home.,3.4,2.0103,30,"[4, 1, 6, 3, 4, 7, 6, 5, 5, 2, 2, 2, 4, 1, 5, 1, 2, 3, 1, 3, 1, 6, 5, 5, 1, 1, 1, 5, 3, 7]",test
The electric bill increased noticeably that month.,3.1,2.006,30,"[6, 2, 2, 4, 1, 7, 5, 2, 2, 6, 2, 1, 1, 2, 5, 2, 1, 2, 1, 4, 6, 1, 4, 4, 1, 2, 1, 5, 4, 7]",test
The family van was designed for comfort and safety.,2.5862,1.637,29,"[3, 1, 2, 1, 4, 1, 4, 2, 2, 6, 1, 5, 1, 3, 2, 1, 3, 4, 3, 1, 1, 3, 1, 1, 2, 2, 6, 3, 6]",test
The film's plot evolved into a Western crime drama.,2.1667,1.2888,30,"[2, 3, 2, 3, 4, 1, 1, 2, 3, 2, 1, 1, 1, 2, 3, 1, 1, 2, 1, 3, 1, 1, 5, 2, 1, 3, 5, 5, 2, 1]",test
The findings yield insights into cultural trade of the time.,2.2667,1.1121,30,"[3, 3, 2, 3, 5, 1, 3, 2, 3, 2, 2, 1, 1, 2, 4, 3, 1, 3, 2, 2, 1, 1, 4, 1, 1, 3, 1, 4, 2, 2]",test
The firm specializes in software for small businesses.,1.6333,1.0981,30,"[1, 1, 2, 2, 2, 4, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 6, 1, 3]",test
The firm's new laptop is cutting-edge and stylish.,1.9,1.4227,30,"[2, 2, 2, 2, 2, 4, 1, 1, 2, 6, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 6, 1, 2]",test
The food critic tipped handsomely for her meal.,4.2,1.8458,30,"[2, 7, 6, 4, 5, 5, 5, 6, 5, 4, 3, 3, 6, 2, 7, 4, 1, 2, 5, 6, 1, 6, 6, 2, 1, 3, 6, 5, 5, 3]",test
The gallery opened its doors to the public.,2.4,1.7538,30,"[2, 2, 1, 1, 4, 6, 1, 2, 5, 2, 2, 1, 1, 1, 7, 5, 1, 2, 1, 3, 1, 1, 4, 1, 1, 5, 1, 4, 2, 2]",test
The gardener nurtured the flowers with patience.,4.6333,1.5421,30,"[2, 5, 6, 4, 5, 7, 5, 4, 5, 6, 3, 2, 4, 6, 7, 4, 3, 4, 4, 6, 1, 6, 7, 5, 4, 4, 6, 6, 5, 3]",test
The guests arrived just as the meal was ready.,3.4667,1.7953,30,"[3, 3, 5, 3, 6, 6, 4, 5, 6, 2, 3, 1, 1, 1, 7, 4, 1, 3, 2, 3, 1, 6, 4, 5, 1, 2, 5, 3, 4, 4]",test
The hand-held tablet worked flawlessly.,1.8,1.1861,30,"[2, 1, 1, 2, 1, 1, 1, 2, 2, 4, 3, 3, 1, 2, 5, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 2, 1, 5, 1, 1]",test
The historian uncovered evidence to find the truth.,3.9667,1.7711,30,"[5, 5, 6, 6, 5, 1, 5, 3, 5, 2, 4, 3, 5, 2, 7, 3, 1, 4, 1, 4, 1, 6, 5, 5, 1, 5, 6, 4, 5, 4]",test
The hunter aimed his bow into the forest.,3.9333,1.7006,30,"[2, 4, 6, 4, 6, 2, 6, 4, 7, 2, 2, 2, 5, 2, 4, 4, 2, 6, 4, 5, 3, 6, 6, 3, 2, 4, 1, 6, 5, 3]",test
The judge assigned a disappointingly late court date.,3.9667,1.4259,30,"[4, 5, 6, 3, 3, 4, 4, 5, 5, 6, 3, 2, 4, 2, 2, 4, 2, 4, 3, 6, 5, 6, 3, 3, 2, 4, 6, 6, 5, 2]",test
The local river was finally clean enough to swim in.,2.7333,1.5522,30,"[5, 5, 1, 3, 2, 1, 4, 2, 5, 6, 2, 2, 2, 1, 4, 3, 2, 3, 1, 3, 1, 1, 5, 2, 1, 4, 1, 5, 3, 2]",test
The locals found the ruins ordinary and unremarkable.,4.4333,1.8323,30,"[6, 2, 6, 4, 5, 1, 5, 5, 5, 6, 3, 5, 6, 5, 7, 2, 3, 5, 3, 6, 1, 7, 4, 5, 7, 2, 5, 6, 5, 1]",test
The manager understood how to outdo the competitor.,4.4333,1.8323,30,"[2, 5, 7, 4, 6, 1, 7, 6, 5, 5, 3, 6, 5, 6, 7, 3, 2, 5, 5, 5, 4, 6, 3, 5, 2, 1, 5, 6, 5, 1]",test
The photographer took a photo that seemed to breathe.,3.9667,1.6709,30,"[4, 5, 6, 4, 6, 1, 6, 2, 5, 6, 3, 2, 5, 5, 5, 3, 3, 4, 3, 4, 1, 1, 7, 5, 2, 4, 5, 6, 3, 3]",test
The photos raise awareness of conservation efforts.,3.1333,1.6132,30,"[6, 4, 3, 3, 5, 1, 4, 5, 3, 6, 2, 3, 4, 1, 6, 2, 2, 3, 1, 4, 1, 2, 4, 2, 1, 4, 1, 5, 2, 4]",test
The pilot announced the descent over the intercom.,4.1667,1.6833,30,"[6, 4, 7, 5, 4, 7, 4, 6, 4, 4, 3, 2, 5, 2, 4, 3, 1, 3, 3, 3, 1, 6, 5, 5, 2, 4, 4, 6, 5, 7]",test
The production will be a modern take on the original show.,2.0667,1.1427,30,"[2, 2, 2, 2, 4, 1, 2, 3, 2, 2, 1, 1, 1, 2, 4, 1, 1, 4, 1, 3, 1, 1, 1, 2, 1, 4, 1, 4, 2, 4]",test
The puppy snuggled into a warm blanket.,3.6,1.8308,30,"[2, 6, 5, 5, 1, 7, 5, 5, 2, 2, 2, 3, 3, 2, 3, 1, 5, 6, 2, 3, 4, 1, 5, 5, 1, 3, 6, 5, 2, 6]",test
The red wine was tannic and sweet.,3.5,1.9608,30,"[2, 3, 2, 3, 5, 6, 2, 2, 4, 6, 6, 5, 3, 2, 7, 2, 3, 2, 3, 2, 1, 1, 7, 1, 5, 3, 2, 6, 2, 7]",test
The restaurant opened for dinner in the early evening.,2.0667,1.4368,30,"[4, 2, 1, 2, 3, 7, 1, 3, 2, 2, 1, 1, 1, 2, 5, 2, 1, 3, 1, 1, 1, 1, 2, 2, 1, 4, 1, 3, 1, 1]",test
The runner completed the race in a new personal best time.,4.5,1.7763,30,"[4, 4, 6, 2, 7, 6, 6, 6, 2, 2, 5, 3, 4, 2, 7, 5, 4, 6, 3, 6, 3, 6, 6, 4, 1, 5, 5, 6, 7, 2]",test
The singer's lyrics conveyed profound feelings.,5.1333,1.6761,30,"[4, 7, 6, 7, 7, 1, 6, 5, 4, 6, 4, 5, 5, 5, 7, 4, 2, 7, 5, 6, 2, 5, 7, 6, 5, 5, 6, 6, 7, 2]",test
The species is notable for its vibrant colors.,2.2414,1.5273,29,"[6, 5, 2, 4, 1, 4, 1, 2, 3, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 4, 1, 6, 2, 2]",test
The storm brought fear and destruction.,4.6,2.2376,30,"[2, 7, 1, 7, 6, 1, 5, 5, 2, 6, 5, 7, 1, 5, 7, 6, 3, 5, 1, 6, 1, 6, 7, 7, 7, 4, 5, 7, 4, 2]",test
The stylish centerpiece will impress many dinner guests.,3.4333,1.7357,30,"[3, 3, 6, 3, 5, 7, 3, 5, 2, 6, 2, 3, 2, 3, 7, 2, 1, 2, 2, 4, 1, 1, 2, 5, 2, 4, 5, 5, 4, 3]",test
The sweet mango cooled Sara's mouth with each bite.,4.8667,1.7167,30,"[5, 3, 7, 4, 5, 1, 7, 6, 3, 6, 6, 5, 5, 3, 7, 4, 3, 4, 5, 7, 1, 7, 7, 4, 7, 4, 6, 5, 5, 4]",test
The tremor registered a magnitude of 7.5.,3.2414,1.8642,29,"[6, 7, 7, 2, 4, 2, 2, 3, 2, 5, 1, 2, 1, 5, 4, 3, 1, 1, 3, 4, 2, 6, 1, 1, 5, 4, 4, 2, 4]",test
The tulips are vibrant and healthy.,2.6207,1.4246,29,"[4, 3, 1, 2, 2, 2, 4, 4, 6, 1, 5, 2, 3, 3, 1, 2, 2, 1, 2, 1, 1, 5, 3, 1, 4, 1, 3, 3, 4]",test
The whistleblower uncovered things that upset the public.,5.2667,1.7207,30,"[6, 7, 6, 5, 6, 1, 7, 6, 5, 6, 3, 7, 6, 5, 6, 6, 2, 5, 1, 6, 4, 7, 6, 7, 7, 6, 4, 6, 6, 3]",test
The yoga studio focuses on meditation and stretching.,3.2667,1.8925,30,"[2, 6, 2, 2, 3, 4, 4, 4, 5, 2, 1, 3, 4, 3, 7, 1, 2, 5, 1, 5, 1, 1, 6, 6, 1, 2, 1, 6, 3, 5]",test
Timmy shook with fear under the covers in his bed.,6.5,0.9377,30,"[6, 7, 7, 7, 7, 7, 7, 6, 5, 6, 5, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 3, 7, 7]",test
Users felt more secure about their personal information.,4.5333,1.776,30,"[2, 5, 7, 4, 4, 7, 6, 6, 1, 6, 3, 6, 6, 6, 7, 3, 1, 3, 5, 7, 2, 4, 6, 4, 5, 3, 5, 5, 3, 4]",test
Writers transform empty pages into captivating stories.,3.6,1.7734,30,"[3, 6, 2, 3, 6, 1, 3, 3, 5, 2, 2, 5, 4, 3, 6, 2, 1, 6, 3, 3, 1, 4, 5, 2, 1, 4, 5, 7, 4, 6]",test
