unit,mean,std,n,individual_ratings,item_type
The drought reduced the supply in the reservoir.,4.931,1.646,29,"[6, 6, 7, 5, 3, 6, 6, 6, 6, 3, 7, 6, 2, 6, 3, 4, 5, 3, 6, 4, 6, 5, 6, 3, 3, 7, 1, 6, 6]",test
The early morning train was packed with commuters.,4.8,1.6692,30,"[6, 7, 4, 5, 3, 5, 5, 7, 6, 6, 3, 5, 6, 7, 5, 2, 6, 2, 6, 6, 2, 4, 2, 5, 7, 3, 7, 3, 5, 4]",test
The family sat down at the restaurant.,5.2333,1.5466,30,"[7, 7, 3, 6, 6, 3, 4, 7, 6, 5, 5, 6, 4, 6, 6, 5, 4, 4, 4, 7, 4, 7, 2, 7, 6, 2, 7, 7, 5, 5]",test
The festival will feature local musicians and artists.,4.8333,1.7036,30,"[5, 7, 1, 7, 6, 3, 4, 6, 6, 5, 5, 4, 6, 5, 5, 3, 6, 5, 3, 7, 2, 4, 3, 6, 7, 2, 7, 4, 7, 4]",test
The filmmaker has monitored climate change for years.,2.8333,1.9841,30,"[1, 1, 3, 3, 5, 6, 5, 5, 1, 1, 5, 2, 1, 1, 6, 2, 5, 7, 1, 2, 1, 1, 3, 1, 3, 6, 1, 1, 3, 2]",test
The first flight to Frankfurt this morning was delayed.,4.7,1.9325,30,"[5, 6, 1, 5, 6, 5, 4, 7, 2, 5, 2, 3, 2, 5, 5, 6, 6, 5, 2, 7, 7, 7, 1, 7, 6, 3, 7, 6, 5, 3]",test
The hike was exhausting for the beginners.,4.3,1.6846,30,"[4, 6, 7, 5, 4, 6, 2, 5, 5, 6, 4, 6, 1, 6, 6, 3, 6, 4, 4, 2, 1, 2, 3, 5, 5, 5, 6, 2, 3, 5]",test
The hikers reached the mountain summit.,6.5667,0.5683,30,"[7, 7, 7, 6, 6, 7, 7, 6, 7, 7, 7, 7, 5, 7, 6, 6, 7, 7, 6, 6, 6, 7, 6, 7, 7, 6, 7, 6, 7, 7]",test
The horror movie kept movie-goers on edge with each scene.,3.1333,2.08,30,"[3, 6, 1, 6, 6, 2, 1, 6, 2, 3, 1, 4, 5, 2, 4, 3, 5, 1, 1, 1, 1, 1, 1, 7, 3, 1, 7, 3, 5, 2]",test
The invasive species took over the lake.,5.6667,1.2685,30,"[6, 6, 7, 6, 6, 7, 6, 6, 6, 3, 6, 6, 2, 7, 4, 4, 7, 5, 4, 6, 6, 7, 5, 6, 7, 6, 7, 6, 4, 6]",test
The journalist covered breaking news from a conflict zone.,4.1724,1.5135,29,"[5, 5, 5, 5, 4, 3, 6, 3, 5, 4, 4, 2, 2, 6, 6, 6, 4, 2, 1, 3, 4, 3, 3, 6, 4, 7, 3, 6, 4]",test
The kids played outside on the playground after class.,5.7,1.0222,30,"[6, 7, 6, 5, 6, 6, 6, 6, 6, 3, 6, 6, 6, 6, 5, 5, 7, 4, 4, 6, 5, 7, 5, 7, 6, 5, 7, 7, 4, 6]",test
The library is hosting a reading challenge for kids.,4.6667,1.9357,30,"[7, 7, 1, 6, 6, 7, 5, 7, 2, 3, 5, 5, 2, 4, 6, 5, 5, 2, 5, 7, 4, 7, 1, 4, 6, 2, 7, 4, 3, 5]",test
The motivational speaker gave an inspiring talk.,2.2667,1.5742,30,"[3, 6, 1, 3, 1, 1, 3, 3, 1, 1, 1, 2, 2, 3, 3, 2, 5, 1, 2, 1, 1, 1, 1, 7, 1, 2, 4, 1, 3, 2]",test
The movie crew set up a table of food for the shoot.,3.9333,1.7604,30,"[5, 6, 2, 4, 5, 2, 3, 5, 6, 5, 1, 3, 6, 2, 6, 4, 4, 5, 4, 2, 1, 3, 1, 7, 5, 3, 6, 2, 6, 4]",test
The museum had impressive ancient artifacts.,5.6667,1.3218,30,"[7, 6, 5, 6, 6, 5, 5, 7, 6, 7, 6, 6, 6, 6, 7, 5, 6, 3, 3, 7, 5, 7, 2, 7, 7, 4, 7, 6, 5, 5]",test
The new law reduced funding for public transportation.,1.9333,1.2299,30,"[2, 2, 1, 1, 2, 4, 2, 5, 1, 2, 1, 2, 1, 1, 3, 1, 3, 5, 1, 1, 1, 1, 1, 2, 1, 3, 2, 1, 4, 1]",test
The novelist released a highly anticipated sequel.,1.5172,1.1219,29,"[1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 2, 1, 4, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 6, 1]",test
The nurse administered the vaccination.,2.7667,1.8511,30,"[2, 7, 1, 4, 5, 1, 2, 5, 2, 1, 1, 2, 4, 4, 5, 2, 3, 2, 2, 2, 1, 1, 2, 7, 1, 1, 5, 2, 5, 1]",test
The old bicycle had squeaky brakes.,2.3333,1.6678,30,"[2, 1, 5, 3, 2, 2, 1, 5, 2, 3, 1, 1, 5, 1, 6, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 2, 3, 1, 6, 4]",test
The old typewriter clattered loudly with every keystroke.,1.9667,1.6291,30,"[2, 1, 1, 3, 1, 1, 2, 2, 1, 1, 1, 2, 6, 1, 6, 2, 3, 2, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 7, 1]",test
The open water bottle fell from the table.,2.5667,1.775,30,"[5, 1, 3, 3, 3, 2, 1, 2, 2, 1, 1, 2, 6, 2, 7, 1, 4, 2, 2, 2, 1, 1, 1, 3, 3, 1, 6, 1, 6, 2]",test
The painter mixed the perfect shade of blue.,2.1333,1.6132,30,"[1, 1, 4, 3, 4, 1, 1, 1, 1, 2, 1, 2, 6, 1, 6, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 3, 3, 2, 6, 2]",test
The painting was abstract and confusing to some viewers.,2.1667,1.3412,30,"[2, 1, 3, 2, 2, 2, 1, 3, 1, 2, 2, 1, 3, 3, 4, 1, 4, 1, 2, 1, 1, 1, 2, 4, 1, 2, 7, 2, 3, 1]",test
The pilot entered the cockpit with the crew.,4.5667,1.7943,30,"[6, 7, 5, 6, 5, 4, 4, 7, 6, 5, 1, 4, 4, 5, 5, 5, 4, 3, 4, 6, 1, 1, 3, 6, 6, 1, 7, 6, 6, 4]",test
The pilot navigated the plane through turbulent skies.,5.4333,1.5013,30,"[6, 7, 6, 7, 6, 5, 5, 2, 6, 7, 4, 6, 5, 5, 5, 5, 6, 7, 3, 6, 1, 6, 3, 7, 6, 6, 7, 6, 6, 6]",test
The politician fought to improve the community.,2.4,1.4527,30,"[2, 2, 1, 2, 2, 2, 5, 2, 1, 2, 5, 4, 1, 1, 6, 3, 1, 3, 1, 1, 1, 2, 1, 3, 5, 3, 4, 3, 2, 1]",test
The professor distributed the final assessment.,2.7667,2.0457,30,"[3, 7, 1, 2, 3, 1, 7, 7, 1, 1, 1, 5, 2, 5, 5, 2, 2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 6, 4, 3, 3]",test
The referee signaled that the game is almost over.,3.1379,1.9406,29,"[3, 7, 4, 4, 4, 2, 3, 4, 1, 1, 1, 3, 2, 5, 5, 2, 5, 1, 3, 1, 1, 1, 2, 7, 1, 7, 2, 5, 4]",test
The restaurant served delicious food.,4.4333,1.8134,30,"[6, 6, 4, 6, 5, 3, 4, 6, 2, 3, 6, 4, 2, 4, 5, 6, 6, 2, 3, 7, 1, 7, 2, 5, 6, 1, 7, 5, 5, 4]",test
The river flowed gently through the valley.,6.5667,0.8584,30,"[7, 7, 7, 6, 6, 7, 7, 7, 7, 6, 7, 7, 3, 7, 7, 5, 7, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7]",test
The runners lined up at the starting line.,4.4,1.7927,30,"[5, 7, 6, 6, 4, 3, 7, 1, 5, 5, 2, 5, 6, 5, 4, 4, 5, 4, 4, 2, 2, 7, 1, 7, 4, 3, 6, 2, 6, 4]",test
The server crashed suddenly during a major deal.,1.8667,1.3578,30,"[3, 5, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 3, 3, 4, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 1]",test
"The snowstorm blanketed the roads with thick, icy snow.",5.9667,1.129,30,"[6, 6, 7, 6, 6, 7, 5, 6, 7, 5, 7, 7, 5, 7, 4, 4, 7, 6, 4, 7, 5, 7, 7, 4, 6, 7, 7, 6, 7, 4]",test
The speaker received a round of polite applause.,2.4667,1.8333,30,"[2, 6, 1, 3, 2, 1, 2, 1, 2, 1, 1, 4, 2, 3, 7, 2, 4, 2, 2, 1, 1, 1, 2, 7, 1, 1, 6, 1, 3, 2]",test
The star player was injured during a critical game.,3.0667,1.7407,30,"[5, 7, 3, 4, 4, 1, 3, 5, 1, 2, 3, 4, 3, 5, 6, 2, 2, 2, 3, 2, 1, 1, 1, 4, 2, 1, 6, 1, 5, 3]",test
The summer camp encouraged adventure and exploration.,5.1667,1.7036,30,"[6, 6, 6, 6, 6, 6, 5, 7, 3, 3, 5, 6, 1, 7, 4, 6, 6, 6, 4, 2, 4, 7, 7, 7, 7, 4, 7, 2, 5, 4]",test
The sun rose over the city skyline.,6.0667,1.0807,30,"[7, 6, 7, 5, 6, 6, 7, 6, 7, 6, 7, 7, 6, 7, 5, 6, 7, 5, 5, 6, 2, 7, 5, 7, 5, 6, 7, 6, 7, 6]",test
The swimmer glided smoothly across the pool.,5.3,1.3684,30,"[6, 6, 7, 5, 5, 5, 4, 6, 6, 6, 5, 6, 4, 6, 5, 4, 5, 5, 3, 6, 1, 7, 3, 7, 6, 5, 7, 7, 5, 6]",test
The teacher assigned extra homework.,2.3333,1.8257,30,"[2, 6, 1, 5, 2, 1, 5, 5, 1, 1, 1, 2, 1, 2, 6, 1, 4, 1, 2, 1, 1, 1, 1, 4, 1, 1, 6, 1, 3, 1]",test
The team secured a major sponsorship deal.,1.5333,1.1666,30,"[1, 5, 1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 1, 4, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",test
The toddler couldn't wait to take his first steps,1.8,1.2149,30,"[2, 3, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 6, 1, 3, 3, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 4, 2]",test
The toddler's laughter was loud and uninhibited.,1.6333,1.1885,30,"[1, 1, 1, 3, 2, 1, 1, 4, 1, 1, 1, 1, 2, 3, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 2]",test
The train arrived right on schedule.,4.0333,1.9561,30,"[6, 7, 6, 5, 4, 5, 4, 7, 2, 3, 3, 3, 1, 5, 7, 4, 4, 5, 4, 2, 1, 1, 1, 7, 5, 2, 7, 3, 3, 4]",test
The tree stood tall through the storm.,5.9655,1.2096,29,"[6, 3, 6, 5, 6, 6, 6, 7, 5, 7, 7, 3, 7, 3, 6, 7, 6, 5, 6, 7, 7, 6, 7, 6, 7, 6, 7, 6, 7]",test
The tropical beach was sunny and inviting.,6.5333,1.0417,30,"[7, 7, 7, 7, 6, 7, 2, 7, 7, 6, 7, 7, 5, 7, 5, 6, 7, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]",test
The tycoon built a great business from the ground up.,1.8667,1.2243,30,"[3, 1, 1, 2, 5, 1, 1, 2, 1, 1, 1, 1, 1, 1, 4, 2, 3, 2, 1, 2, 1, 1, 2, 5, 1, 1, 2, 1, 4, 2]",test
The weatherman predicted record-high temperatures.,3.3333,1.583,30,"[2, 5, 5, 2, 4, 5, 4, 2, 1, 2, 5, 3, 4, 2, 5, 1, 4, 5, 1, 1, 1, 5, 3, 5, 4, 5, 4, 1, 5, 4]",test
The winter wind whipped through the bare branches.,5.5862,1.2961,29,"[5, 5, 7, 6, 5, 7, 5, 5, 6, 5, 6, 7, 3, 7, 4, 5, 7, 4, 5, 2, 7, 7, 5, 7, 6, 6, 5, 7, 6]",test
There's a farmer's market every Sunday downtown.,5.5,1.3582,30,"[6, 6, 7, 5, 6, 5, 5, 7, 6, 7, 2, 6, 4, 7, 6, 6, 6, 3, 3, 6, 5, 7, 4, 7, 7, 5, 7, 4, 5, 5]",test
Traffic on the main highway was at a stand-still.,5.4,1.5222,30,"[6, 6, 6, 6, 6, 5, 1, 6, 7, 6, 4, 6, 6, 5, 6, 3, 5, 6, 4, 6, 5, 7, 2, 7, 7, 3, 7, 7, 6, 5]",test
Trees provide shade on a hot summer day.,6.1333,0.8996,30,"[7, 7, 7, 6, 5, 7, 6, 5, 6, 6, 7, 7, 6, 7, 5, 5, 7, 4, 6, 6, 5, 7, 5, 7, 5, 7, 6, 7, 7, 6]",test
