word,mean,std,n,individual_ratings
ABHOR,2.0869565217391304,2.2138621842271458,23,"[3, 0, 0, 5, 5, 0, 1, 3, 0, 0, 3, 5, 1, 0, 5, 0, 5, 0, 0, 2, 5, 5, 0]"
ABHORRENCE,2.75,1.914854215512676,16,"[4, 4, 0, 2, 2, 0, 0, 4, 4, 5, 4, 0, 5, 3, 2, 5]"
ABHORRENTLY,2.7333333333333334,2.1536237457121516,15,"[5, 5, 5, 0, 0, 2, 0, 4, 0, 0, 3, 4, 4, 5, 4]"
ABHORRING,3.2,2.1111946516469904,15,"[5, 5, 5, 5, 3, 0, 5, 5, 0, 0, 0, 4, 4, 3, 4]"
ABIDE,1.1875,1.6007810593582124,16,"[2, 1, 2, 0, 4, 1, 1, 3, 0, 0, 0, 0, 5, 0, 0, 0]"
ABIDING,1.4666666666666666,1.88477610139267,15,"[3, 2, 0, 0, 3, 0, 5, 1, 0, 0, 0, 3, 0, 5, 0]"
ABIDINGLY,1.5833333333333333,1.880924981991251,12,"[0, 0, 3, 3, 4, 0, 5, 0, 0, 3, 1, 0]"
ABILITY,2.5555555555555554,1.854159781877502,18,"[5, 0, 3, 4, 0, 0, 1, 4, 5, 2, 3, 3, 0, 2, 4, 1, 4, 5]"
ABJECT,1.1428571428571428,1.6761634196950517,7,"[0, 4, 0, 0, 0, 1, 3]"
ABLAZE,0.8235294117647058,1.3339459376998315,17,"[0, 0, 4, 3, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0]"
ABLE,3.066666666666667,1.486446705914413,15,"[4, 5, 4, 2, 4, 2, 2, 3, 4, 1, 2, 0, 5, 4, 4]"
ABLY,1.1764705882352942,1.667156790678634,17,"[0, 0, 3, 3, 0, 0, 2, 0, 0, 0, 5, 2, 4, 0, 0, 1, 0]"
ABNORMAL,2.0526315789473686,2.013114894621608,19,"[4, 5, 0, 5, 0, 0, 0, 0, 5, 2, 3, 1, 0, 3, 3, 1, 2, 5, 0]"
ABNORMALITY,1.5263157894736843,1.8669172764102495,19,"[0, 0, 0, 0, 0, 5, 5, 1, 0, 3, 0, 3, 4, 0, 0, 0, 3, 3, 2]"
ABNORMALLY,2.388888888888889,1.9444911292248126,18,"[3, 0, 3, 0, 3, 2, 4, 0, 0, 0, 3, 5, 4, 4, 5, 2, 0, 5]"
ABOARD,0.7142857142857143,1.1464230084422216,21,"[0, 0, 0, 1, 0, 3, 0, 0, 0, 2, 2, 3, 0, 0, 0, 0, 0, 1, 0, 3, 0]"
ABODE,0.7333333333333333,1.3870146083619752,15,"[1, 0, 2, 0, 0, 0, 0, 0, 5, 1, 0, 2, 0, 0, 0]"
ABOLISH,1.12,1.6663332999933318,25,"[0, 1, 4, 0, 4, 5, 0, 1, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0]"
ABOLISHABLE,0.4666666666666667,1.3557637102737476,15,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0]"
ABOLISHER,0.6428571428571429,1.6458405781822274,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 0, 0, 0]"
ABOLISHMENT,0.29411764705882354,1.212678125181665,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]"
ABOLITION,1.1818181818181819,1.8877596148970779,11,"[0, 0, 1, 0, 4, 0, 5, 0, 3, 0, 0]"
ABOLITIONISM,0.8235294117647058,1.3339459376998313,17,"[2, 3, 0, 0, 4, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 1, 0]"
ABOLITIONIST,0.4166666666666667,0.7929614610987591,12,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]"
ABOMINABLE,1.2941176470588236,1.723539449880425,17,"[0, 0, 0, 0, 2, 0, 1, 2, 0, 0, 5, 5, 0, 0, 3, 2, 2]"
ABOMINABLENESS,1.6363636363636365,1.9632996344280855,11,"[0, 0, 5, 5, 2, 0, 0, 2, 1, 0, 3]"
ABOMINABLY,1.25,1.2880570286640687,12,"[1, 0, 0, 1, 3, 0, 0, 3, 2, 3, 0, 2]"
ABOMINATE,1.3043478260869565,1.9172608920184133,23,"[0, 0, 0, 0, 5, 1, 0, 0, 5, 0, 1, 2, 0, 5, 0, 0, 0, 5, 0, 2, 0, 3, 1]"
ABOMINATION,1.35,1.268027892769755,20,"[0, 2, 3, 2, 1, 2, 4, 0, 0, 1, 0, 0, 0, 3, 3, 1, 0, 1, 2, 2]"
ABORIGINAL,0.058823529411764705,0.24253562503633297,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
ABORT,1.5,1.7126976771553504,16,"[0, 0, 3, 0, 4, 0, 3, 3, 2, 1, 0, 0, 4, 0, 4, 0]"
ABORTED,1.263157894736842,1.5931138364556476,19,"[3, 5, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 4, 3, 2, 0, 2, 0]"
ABORTION,2.4705882352941178,1.9722337291388516,17,"[5, 3, 0, 0, 0, 3, 3, 5, 1, 3, 2, 3, 5, 5, 4, 0, 0]"
ABORTIONIST,0.6666666666666666,1.4950900031928038,18,"[0, 0, 0, 0, 5, 4, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
ABORTIVE,0.5,1.1602387022306428,14,"[0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4]"
ABORTIVELY,0.8666666666666667,1.8073922282301278,15,"[0, 0, 5, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0]"
ABOUND,0.625,1.1474609652039003,16,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 2, 0]"
ABOUNDING,0.625,1.2041594578792296,16,"[1, 1, 4, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
ABOUT,0.4375,1.0935416468216168,16,"[0, 0, 1, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
ABOVE,0.8235294117647058,1.2366938848016844,17,"[0, 0, 2, 0, 0, 0, 1, 4, 0, 0, 3, 1, 2, 0, 0, 1, 0]"
ABOVE ALL,1.05,1.9049796241485237,20,"[3, 0, 4, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
ABOVEBOARD,1.2941176470588236,1.6868871436151613,17,"[0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 2, 2, 0, 3, 0, 4, 3]"
ABOVEGROUND,0.45,1.2763022245616642,20,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0]"
ABOVEMENTIONED,0.06666666666666667,0.2581988897471611,15,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
ABRACADABRA,0.35714285714285715,1.3363062095621219,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
ABRASION,1.6470588235294117,2.0291986247835694,17,"[5, 0, 4, 0, 5, 0, 0, 5, 2, 0, 3, 0, 2, 2, 0, 0, 0]"
ABRASIVE,0.8,1.4735767952260146,15,"[3, 0, 0, 1, 1, 0, 5, 0, 2, 0, 0, 0, 0, 0, 0]"
ABRASIVELY,1.0588235294117647,1.4348601079588787,17,"[1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 2, 5, 1, 1, 1, 3]"
ABRASIVENESS,1.55,1.8488972531299785,20,"[0, 4, 0, 0, 5, 4, 1, 3, 1, 0, 0, 0, 0, 0, 0, 4, 3, 2, 4, 0]"
ABREAST,0.4666666666666667,0.9154754164341269,15,"[0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1]"
ABRIDGE,0.3333333333333333,0.8876253645985945,12,"[1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABRIDGED,0.13333333333333333,0.5163977794943223,15,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABRIDGMENT,0.5384615384615384,1.3301243435223526,13,"[4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
ABROAD,0.6842105263157895,1.0568628408301075,19,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 2, 0, 2, 3, 0, 3]"
ABRUPT,1.5789473684210527,1.8048019119893648,19,"[0, 0, 3, 0, 0, 0, 5, 2, 1, 0, 5, 0, 3, 0, 3, 4, 2, 2, 0]"
ABRUPTLY,1.0,1.5811388300841895,17,"[3, 0, 5, 0, 0, 1, 1, 0, 4, 0, 2, 0, 0, 1, 0, 0, 0]"
ABRUPTNESS,1.4444444444444444,1.8856180831641265,18,"[0, 1, 1, 4, 3, 0, 0, 4, 0, 2, 5, 0, 0, 0, 0, 0, 5, 1]"
ABSCESS,2.6,2.087557121815378,20,"[0, 4, 5, 3, 5, 0, 4, 1, 4, 1, 0, 5, 0, 0, 0, 5, 3, 3, 4, 5]"
ABSCESSED,3.235294117647059,2.1368613597021766,17,"[3, 2, 2, 5, 5, 5, 5, 5, 3, 5, 0, 0, 0, 5, 5, 5, 0]"
ABSENCE,1.4210526315789473,2.008752777048048,19,"[0, 4, 0, 0, 5, 0, 1, 5, 0, 0, 5, 1, 1, 1, 0, 0, 4, 0, 0]"
ABSENT,0.918918918918919,1.4601822256595691,37,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 1, 2, 3, 0, 1, 0, 0, 0, 0, 3, 5, 2, 0, 0, 0, 3]"
ABSENTEE,0.5333333333333333,1.1665845619713493,30,"[0, 0, 0, 0, 0, 0, 3, 1, 0, 3, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
ABSENTEEISM,0.26666666666666666,0.7988086367179803,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0]"
ABSENTLY,1.7142857142857142,1.61687529336239,21,"[0, 2, 0, 2, 2, 0, 3, 4, 5, 2, 3, 3, 0, 0, 0, 3, 0, 0, 4, 1, 2]"
ABSENTMINDED,2.235294117647059,2.016476250935834,17,"[5, 2, 3, 4, 2, 0, 0, 5, 0, 3, 0, 5, 2, 0, 5, 2, 0]"
ABSENTMINDEDLY,1.75,1.8439088914585775,16,"[0, 1, 5, 0, 3, 2, 3, 0, 0, 5, 0, 0, 3, 3, 0, 3]"
ABSENTMINDEDNESS,2.235294117647059,1.8210371963768985,17,"[3, 2, 4, 4, 5, 4, 3, 0, 0, 0, 2, 2, 3, 0, 1, 5, 0]"
ABSENTNESS,1.0909090909090908,1.6592910393438378,22,"[0, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 4, 0, 3, 3, 0, 5, 0]"
ABSINTHE,2.4615384615384617,2.2954805094425805,13,"[3, 0, 0, 0, 5, 5, 5, 0, 0, 2, 2, 5, 5]"
ABSOLUTE,1.625,1.6278820596099706,16,"[3, 3, 0, 5, 3, 0, 4, 0, 2, 0, 2, 1, 1, 0, 0, 2]"
ABSOLUTELY,1.5,1.8864844365675972,18,"[0, 5, 5, 0, 0, 0, 0, 2, 1, 0, 4, 0, 1, 4, 2, 0, 3, 0]"
ABSOLUTENESS,1.6875,2.0886598574205424,16,"[3, 0, 0, 0, 0, 2, 4, 0, 4, 0, 5, 4, 5, 0, 0, 0]"
ABSOLUTION,1.368421052631579,1.949658839552006,19,"[1, 0, 0, 5, 1, 0, 0, 0, 0, 5, 0, 1, 5, 0, 4, 0, 1, 3, 0]"
ABSOLUTISM,0.7692307692307693,1.6908501882113505,13,"[0, 5, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
ABSOLUTIST,0.9230769230769231,1.7059473644448735,13,"[0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 2, 5, 0]"
ABSOLVABLE,1.2666666666666666,1.8695555876298773,15,"[0, 5, 5, 0, 0, 2, 0, 0, 3, 1, 0, 0, 0, 3, 0]"
ABSOLVE,1.4705882352941178,2.0036730976765997,17,"[3, 0, 0, 0, 3, 0, 0, 0, 5, 4, 5, 1, 4, 0, 0, 0, 0]"
ABSORB,0.9166666666666666,1.6966353257466464,36,"[0, 4, 0, 5, 1, 0, 0, 5, 0, 1, 0, 0, 3, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0]"
ABSORBABILITY,0.8214285714285714,1.6789231872789983,28,"[0, 3, 3, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
ABSORBABLE,0.65,1.2680278927697548,20,"[0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 3, 0, 0]"
ABSORBED,2.3684210526315788,2.033347713495311,19,"[1, 0, 5, 0, 0, 0, 2, 5, 2, 4, 0, 2, 4, 2, 4, 4, 5, 5, 0]"
ABSORBENCY,0.3157894736842105,0.6710382982072027,19,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0]"
ABSORBENT,0.3125,0.6020797289396148,16,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
ABSORBER,0.8125,1.4705441169852742,16,"[5, 0, 0, 0, 3, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0]"
ABSORBING,1.35,1.7851728502481652,20,"[2, 0, 0, 0, 0, 0, 0, 5, 2, 3, 0, 2, 0, 4, 0, 5, 3, 0, 1, 0]"
ABSORBINGLY,0.7647058823529411,1.3476559169863187,17,"[3, 0, 0, 3, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0]"
ABSORPTION,2.0714285714285716,1.7304639535412154,14,"[3, 0, 4, 5, 2, 0, 1, 1, 3, 1, 4, 0, 4, 1]"
ABSORPTIVENESS,0.5333333333333333,0.9154754164341269,15,"[1, 0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 2]"
ABSTAIN,2.125,1.7841898254763515,16,"[3, 0, 2, 2, 3, 0, 1, 0, 3, 5, 3, 5, 0, 4, 0, 3]"
ABSTAINER,0.8125,1.6820126832656959,16,"[1, 0, 0, 1, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 5]"
ABSTENTION,0.3,0.9486832980505138,10,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
ABSTINENCE,2.1052631578947367,2.306867448923016,19,"[2, 0, 0, 0, 3, 5, 0, 0, 0, 5, 5, 0, 0, 1, 4, 5, 5, 0, 5]"
ABSTINENT,1.894736842105263,2.024701263070274,19,"[1, 0, 0, 2, 4, 5, 0, 4, 5, 3, 0, 0, 0, 0, 2, 5, 1, 0, 4]"
ABSTINENTLY,1.2,1.740279123753264,15,"[0, 0, 0, 5, 0, 2, 4, 4, 0, 0, 1, 0, 1, 0, 1]"
ABSTRACT,1.0526315789473684,1.4709665835968129,19,"[1, 0, 3, 0, 0, 0, 2, 0, 0, 4, 0, 0, 4, 1, 3, 0, 0, 0, 2]"
ABSTRACTED,0.8,1.6124515496597096,15,"[0, 0, 5, 0, 0, 4, 0, 2, 1, 0, 0, 0, 0, 0, 0]"
ABSTRACTEDLY,0.9375,1.4818344486930155,16,"[0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 5, 0, 0, 3, 0, 0]"
ABSTRACTEDNESS,1.1176470588235294,1.4090046549415864,17,"[0, 0, 4, 3, 4, 0, 1, 0, 1, 1, 2, 0, 1, 0, 0, 0, 2]"
ABSTRACTION,0.6875,1.3022416570411706,16,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2]"
ABSTRACTIONISM,1.0,1.4142135623730951,11,"[2, 0, 0, 1, 0, 4, 0, 0, 0, 3, 1]"
ABSTRACTIONIST,0.75,1.764549903980152,12,"[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 4, 0]"
ABSTRACTIVE,0.875,1.784189825476352,16,"[0, 3, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0]"
ABSTRACTLY,2.1666666666666665,2.148871112659745,18,"[5, 5, 0, 3, 0, 2, 5, 0, 0, 0, 2, 5, 2, 5, 0, 4, 0, 1]"
ABSTRACTNESS,1.8125,1.9050371824892727,16,"[5, 0, 1, 0, 3, 0, 0, 3, 0, 3, 2, 5, 3, 4, 0, 0]"
ABSURD,1.375,1.8929694486000912,16,"[2, 0, 0, 5, 4, 0, 3, 0, 5, 0, 2, 1, 0, 0, 0, 0]"
ABSURDITY,1.6470588235294117,2.234423204951007,17,"[5, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 5, 1, 0, 5, 0, 3]"
ABSURDLY,1.6666666666666667,1.9402850002906638,18,"[4, 0, 1, 0, 2, 4, 5, 0, 4, 0, 0, 0, 0, 0, 0, 4, 2, 4]"
ABSURDNESS,1.6,1.992844341996778,15,"[4, 0, 0, 0, 3, 0, 0, 0, 1, 5, 1, 1, 5, 0, 4]"
ABUNDANCE,0.4117647058823529,1.0641207361838554,17,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0]"
ABUNDANT,0.9285714285714286,1.8999710813299528,14,"[0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 3, 0, 0, 0]"
ABUNDANTLY,0.7272727272727273,1.2792042981336627,22,"[0, 0, 0, 0, 0, 4, 2, 2, 1, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
ABUSE,2.65,1.6630662866176473,20,"[1, 4, 3, 1, 0, 2, 5, 3, 3, 4, 1, 3, 5, 4, 5, 3, 3, 0, 3, 0]"
ABUSER,2.111111111111111,2.025975114210116,18,"[2, 4, 3, 4, 0, 0, 5, 5, 0, 0, 3, 2, 0, 0, 5, 0, 4, 1]"
ABUSIVE,2.25,2.022895267471328,20,"[5, 1, 0, 4, 0, 3, 5, 5, 2, 0, 0, 3, 0, 1, 5, 2, 0, 5, 1, 3]"
ABUSIVELY,1.5555555555555556,1.9769918391399959,18,"[5, 3, 4, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 1, 5, 0]"
ABUSIVENESS,1.9473684210526316,2.1206310436735127,19,"[4, 5, 4, 5, 2, 3, 0, 2, 5, 0, 5, 2, 0, 0, 0, 0, 0, 0, 0]"
ABYSMALLY,1.5333333333333334,1.7564331673207403,30,"[0, 0, 0, 0, 3, 3, 0, 3, 5, 4, 0, 2, 2, 5, 2, 4, 0, 0, 2, 1, 3, 4, 0, 0, 0, 0, 0, 0, 0, 3]"
ABYSS,2.066666666666667,1.869555587629877,15,"[0, 5, 3, 2, 0, 0, 0, 4, 4, 3, 3, 4, 0, 0, 3]"
ACADEMIA,0.8888888888888888,1.529663126654281,18,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 4, 0, 0, 4, 3, 0]"
ACADEMIC,0.35714285714285715,0.7449463436684919,14,"[1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
ACADEMIC YEAR,1.1111111111111112,1.6349360455430277,36,"[0, 0, 3, 0, 4, 2, 4, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 5, 0, 0, 5, 0, 2, 0, 2, 0, 2]"
ACADEMICALLY,1.25,1.2085223687584246,20,"[0, 0, 3, 0, 2, 2, 0, 0, 2, 2, 3, 0, 2, 3, 0, 2, 2, 0, 0, 2]"
ACADEMY,0.4444444444444444,1.0416176459053668,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 2]"
ACCELERANT,1.0526315789473684,1.6149882768933415,19,"[4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0, 3, 3, 0, 0, 0]"
ACCELERATE,2.473684210526316,1.7438278792686563,19,"[0, 2, 0, 2, 5, 4, 3, 0, 1, 4, 3, 4, 3, 2, 0, 5, 4, 1, 4]"
ACCELERATED,2.611111111111111,2.033220826202746,18,"[0, 0, 0, 4, 0, 0, 4, 4, 5, 4, 4, 0, 5, 2, 5, 3, 4, 3]"
ACCELERATION,2.1176470588235294,2.2880765104443204,17,"[3, 5, 0, 0, 5, 5, 5, 0, 1, 4, 0, 3, 0, 0, 0, 5, 0]"
ACCELERATIVE,1.0,1.1952286093343936,15,"[2, 0, 0, 2, 3, 0, 2, 0, 0, 3, 2, 0, 0, 0, 1]"
ACCELERATOR,1.65,1.814415956487898,20,"[4, 1, 4, 4, 4, 0, 0, 0, 3, 0, 1, 0, 0, 0, 5, 0, 0, 2, 2, 3]"
ACCELERATORY,2.5,2.068278940998476,10,"[0, 5, 4, 5, 3, 0, 0, 1, 3, 4]"
ACCELEROMETER,0.21052631578947367,0.7132825035177586,19,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
ACCENT,0.21052631578947367,0.7132825035177586,19,"[0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ACCENTUALLY,0.0,0.0,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ACCENTUATE,0.8571428571428571,1.6574838603294895,14,"[0, 0, 5, 0, 4, 1, 0, 0, 0, 2, 0, 0, 0, 0]"
ACCENTUATION,0.375,1.02469507659596,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 1, 0, 0]"
ACCEPT,1.7647058823529411,2.047236300622924,17,"[4, 5, 2, 4, 3, 0, 3, 0, 0, 0, 0, 5, 0, 4, 0, 0, 0]"
ACCEPTABILITY,1.9444444444444444,2.0138409955990952,18,"[0, 5, 2, 0, 0, 0, 0, 5, 0, 2, 3, 0, 5, 2, 4, 4, 0, 3]"
ACCEPTABLE,2.4186046511627906,1.828772137379078,43,"[3, 3, 0, 0, 4, 0, 3, 0, 0, 4, 3, 3, 5, 3, 0, 0, 4, 0, 4, 5, 0, 4, 4, 4, 3, 2, 0, 5, 4, 4, 0, 2, 3, 3, 4, 5, 0, 2, 2, 5, 3, 1, 0]"
ACCEPTABLENESS,1.5789473684210527,2.090076805438398,19,"[1, 5, 5, 0, 4, 0, 1, 2, 0, 0, 0, 5, 0, 2, 0, 0, 0, 5, 0]"
ACCEPTABLY,1.1111111111111112,1.7111705277859945,18,"[0, 3, 0, 3, 0, 0, 5, 4, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0]"
ACCEPTANCE,2.8823529411764706,1.6538724611187705,17,"[3, 5, 4, 5, 1, 1, 2, 0, 4, 0, 3, 4, 3, 3, 2, 4, 5]"
ACCEPTANT,1.05,1.6050905860647506,20,"[3, 0, 0, 0, 3, 0, 0, 0, 3, 3, 0, 3, 0, 5, 0, 1, 0, 0, 0, 0]"
ACCEPTED,3.0,1.9194297398747862,20,"[4, 5, 5, 0, 0, 2, 5, 4, 0, 5, 3, 0, 2, 5, 5, 3, 3, 1, 4, 4]"
ACCEPTOR,0.26666666666666666,0.7988086367179801,15,"[0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ACCESS,0.75,1.2926920095594878,20,"[2, 3, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 3, 0]"
ACCESSIBILITY,0.625,1.3601470508735443,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 5, 2]"
ACCESSIBLE,0.5789473684210527,1.261207070569223,19,"[0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 2, 0, 5, 0, 0, 0, 0]"
