word,mean,std,n,individual_ratings
ABSOLUTION,0.9473684210526315,1.5082618476808296,19,"[4, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 5, 2, 0, 2]"
ABSOLUTISM,1.3076923076923077,1.6012815380508714,13,"[0, 2, 3, 3, 0, 1, 0, 0, 2, 0, 1, 5, 0]"
ABSOLUTIST,2.6923076923076925,1.887883090687176,13,"[4, 2, 3, 5, 4, 0, 3, 0, 1, 4, 4, 5, 0]"
ABSOLVABLE,1.7333333333333334,1.9444671200491874,15,"[0, 3, 0, 0, 0, 1, 3, 4, 0, 3, 5, 5, 0, 2, 0]"
ABSOLVE,2.1176470588235294,1.7986923354612536,17,"[0, 4, 2, 2, 3, 2, 4, 0, 0, 3, 0, 5, 4, 0, 0, 4, 3]"
ABSORB,0.3333333333333333,1.01418510567422,36,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABSORBABILITY,0.6428571428571429,1.419814430083388,28,"[0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0]"
ABSORBABLE,0.4,1.0954451150103321,20,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0]"
ABSORBED,0.9473684210526315,1.4327007988227578,19,"[0, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 3, 5, 3, 0]"
ABSORBENCY,0.15789473684210525,0.37463432463267754,19,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
ABSORBENT,0.5,0.8944271909999161,16,"[0, 0, 1, 0, 0, 0, 2, 1, 1, 3, 0, 0, 0, 0, 0, 0]"
ABSORBER,1.1875,1.6418993066973788,16,"[4, 5, 0, 0, 0, 3, 2, 0, 1, 0, 0, 0, 0, 2, 0, 2]"
ABSORBING,0.65,1.4244112357114613,20,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 1, 0, 0, 0, 4]"
ABSORBINGLY,0.5294117647058824,1.1788578719900635,17,"[0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0]"
ABSORPTION,0.7142857142857143,1.4898926873369842,14,"[0, 1, 0, 5, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0]"
ABSORPTIVENESS,0.2,0.560611910581388,15,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0]"
ABSTAIN,0.6875,1.138346754435279,16,"[0, 0, 0, 2, 3, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2]"
ABSTAINER,1.4375,1.8246004128758346,16,"[2, 0, 0, 4, 0, 4, 1, 1, 0, 4, 0, 0, 5, 0, 0, 2]"
ABSTENTION,1.0,1.4907119849998598,10,"[0, 4, 1, 0, 0, 0, 0, 3, 2, 0]"
ABSTINENCE,1.263157894736842,1.9956092153402376,19,"[0, 0, 0, 5, 4, 0, 0, 0, 1, 5, 0, 1, 0, 3, 0, 5, 0, 0, 0]"
ABSTINENT,0.7894736842105263,1.5484381869204369,19,"[1, 0, 2, 0, 3, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
ABSTINENTLY,1.2666666666666666,1.7511900715418263,15,"[1, 0, 1, 5, 0, 0, 5, 2, 0, 0, 1, 3, 1, 0, 0]"
ABSTRACT,1.1578947368421053,1.6419215671732126,19,"[0, 4, 0, 0, 0, 0, 1, 4, 0, 2, 1, 4, 2, 0, 0, 4, 0, 0, 0]"
ABSTRACTED,1.2666666666666666,1.6242214252050853,15,"[1, 0, 3, 0, 0, 3, 0, 2, 3, 0, 0, 5, 2, 0, 0]"
ABSTRACTEDLY,1.1875,1.5152007567755943,16,"[0, 1, 4, 0, 2, 1, 0, 0, 5, 2, 0, 2, 0, 1, 0, 1]"
ABSTRACTEDNESS,1.9411764705882353,2.0454396909739883,17,"[0, 3, 3, 3, 3, 0, 5, 0, 4, 0, 0, 0, 0, 0, 5, 2, 5]"
ABSTRACTION,1.375,1.927865832122834,16,"[1, 0, 0, 5, 5, 0, 1, 2, 0, 0, 0, 2, 0, 0, 5, 1]"
ABSTRACTIONISM,2.3636363636363638,1.3618169680781094,11,"[5, 2, 3, 3, 2, 2, 1, 4, 2, 2, 0]"
ABSTRACTIONIST,0.5833333333333334,0.9962049198956219,12,"[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 3, 1]"
ABSTRACTIVE,1.6875,1.778341924377874,16,"[0, 2, 3, 2, 0, 4, 4, 3, 5, 0, 0, 3, 0, 1, 0, 0]"
ABSTRACTLY,1.6666666666666667,2.057983021710106,18,"[5, 0, 3, 3, 0, 0, 0, 0, 4, 2, 5, 0, 0, 0, 0, 3, 0, 5]"
ABSTRACTNESS,1.875,1.707825127659933,16,"[5, 0, 3, 1, 1, 0, 0, 0, 0, 3, 4, 2, 3, 1, 4, 3]"
ABSURD,3.5625,1.8246004128758349,16,"[5, 4, 4, 3, 5, 4, 5, 4, 5, 0, 5, 1, 5, 5, 2, 0]"
ABSURDITY,2.764705882352941,2.047236300622924,17,"[5, 0, 1, 2, 5, 5, 0, 2, 3, 5, 5, 3, 5, 0, 0, 4, 2]"
ABSURDLY,2.5555555555555554,1.8856180831641267,18,"[4, 4, 5, 4, 1, 5, 0, 0, 2, 2, 5, 2, 0, 5, 2, 0, 2, 3]"
ABSURDNESS,2.6666666666666665,1.9148542155126762,15,"[0, 5, 1, 1, 4, 4, 2, 5, 3, 5, 2, 0, 4, 0, 4]"
ABUNDANCE,0.8235294117647058,1.1850788010532811,17,"[2, 2, 0, 0, 2, 0, 4, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0]"
ABUNDANT,1.3571428571428572,1.9456912102680335,14,"[4, 0, 0, 0, 4, 0, 5, 4, 0, 1, 1, 0, 0, 0]"
ABUNDANTLY,1.2272727272727273,1.7709781580707415,22,"[0, 0, 0, 5, 0, 4, 5, 3, 0, 3, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 2]"
ABUSE,3.0,1.8353258709644942,20,"[3, 5, 1, 2, 5, 0, 5, 3, 4, 2, 0, 2, 5, 5, 5, 0, 5, 3, 3, 2]"
ABUSER,3.111111111111111,2.111283102729068,18,"[0, 4, 1, 1, 0, 4, 5, 5, 0, 5, 4, 5, 5, 3, 5, 0, 5, 4]"
ABUSIVE,2.15,1.9269556026896006,20,"[0, 3, 2, 0, 5, 3, 5, 5, 1, 4, 0, 1, 0, 1, 3, 0, 0, 3, 2, 5]"
ABUSIVELY,2.5555555555555554,1.4641689962819193,18,"[3, 1, 4, 4, 3, 2, 4, 3, 0, 4, 1, 0, 1, 3, 2, 3, 3, 5]"
ABUSIVENESS,3.0526315789473686,2.067571957918174,19,"[2, 5, 4, 5, 5, 5, 0, 2, 5, 4, 5, 2, 0, 1, 5, 0, 5, 0, 3]"
ABYSMALLY,2.0,1.8937283058959973,30,"[2, 0, 0, 0, 1, 2, 4, 0, 3, 4, 4, 5, 3, 5, 1, 4, 0, 0, 1, 0, 3, 0, 0, 3, 0, 5, 3, 5, 0, 2]"
ABYSS,1.5333333333333334,1.9591057240729093,15,"[0, 5, 5, 4, 0, 0, 3, 3, 0, 0, 0, 1, 0, 0, 2]"
ACADEMIA,1.7777777777777777,1.7339365466222858,18,"[0, 0, 0, 2, 0, 4, 0, 2, 4, 4, 1, 2, 0, 2, 3, 5, 3, 0]"
ACADEMIC,1.2857142857142858,1.4373357526806552,14,"[0, 1, 3, 3, 2, 0, 4, 0, 0, 3, 0, 1, 1, 0]"
ACADEMIC YEAR,1.1666666666666667,1.828348200660132,36,"[0, 5, 4, 0, 3, 1, 4, 0, 0, 0, 5, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 3]"
ACADEMICALLY,2.4,1.9029063643750175,20,"[0, 1, 3, 0, 2, 5, 2, 0, 4, 3, 3, 0, 5, 4, 4, 4, 0, 0, 5, 3]"
ACADEMY,1.1666666666666667,1.689065178277792,18,"[1, 0, 1, 5, 2, 4, 0, 0, 0, 0, 0, 1, 0, 0, 4, 3, 0, 0]"
ACCELERANT,0.5789473684210527,0.9612370197756299,19,"[3, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]"
ACCELERATE,1.6842105263157894,1.6347827439397078,19,"[0, 0, 5, 4, 0, 3, 3, 3, 1, 1, 2, 1, 4, 0, 0, 3, 1, 1, 0]"
ACCELERATED,1.5,1.6179144164088313,18,"[1, 3, 0, 3, 0, 0, 5, 1, 0, 0, 4, 0, 1, 3, 0, 1, 3, 2]"
ACCELERATION,2.5294117647058822,1.9402850002906638,17,"[2, 5, 0, 0, 0, 5, 5, 2, 3, 3, 0, 1, 2, 3, 5, 5, 2]"
ACCELERATIVE,1.9333333333333333,1.5796322658258455,15,"[4, 2, 1, 1, 2, 4, 1, 0, 0, 3, 3, 0, 5, 2, 1]"
ACCELERATOR,2.25,1.9701723141310308,20,"[3, 4, 3, 4, 5, 1, 0, 0, 4, 5, 1, 4, 0, 0, 0, 0, 0, 4, 3, 4]"
ACCELERATORY,1.9,1.5951314818673865,10,"[0, 4, 3, 2, 1, 2, 0, 0, 4, 3]"
ACCELEROMETER,0.2631578947368421,0.7334928056269077,19,"[0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ACCENT,4.052631578947368,1.6490294859747157,19,"[5, 5, 4, 5, 2, 5, 4, 0, 4, 5, 5, 5, 5, 3, 5, 5, 0, 5, 5]"
ACCENTUALLY,1.3125,1.778341924377874,16,"[5, 0, 0, 5, 0, 0, 0, 3, 2, 0, 2, 0, 0, 0, 2, 2]"
ACCENTUATE,2.9285714285714284,1.6391501416322993,14,"[5, 0, 5, 3, 2, 2, 3, 2, 3, 5, 4, 4, 0, 3]"
ACCENTUATION,2.0,1.8973665961010278,16,"[4, 0, 0, 1, 5, 5, 0, 3, 0, 4, 2, 2, 3, 0, 3, 0]"
ACCEPT,2.5294117647058822,2.182820625326997,17,"[1, 5, 5, 4, 3, 5, 4, 0, 5, 4, 0, 0, 5, 1, 1, 0, 0]"
ACCEPTABILITY,1.0555555555555556,1.3920878193318216,18,"[4, 0, 3, 0, 1, 2, 0, 4, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1]"
ACCEPTABLE,2.1627906976744184,1.8762961559075133,43,"[3, 2, 4, 0, 4, 0, 0, 0, 0, 0, 0, 3, 5, 1, 2, 0, 4, 0, 5, 5, 3, 0, 4, 2, 2, 4, 4, 2, 4, 3, 0, 1, 2, 5, 0, 0, 5, 4, 0, 4, 3, 3, 0]"
ACCEPTABLENESS,1.9473684210526316,1.8700470644857614,19,"[2, 4, 0, 0, 0, 5, 1, 3, 1, 4, 2, 5, 1, 4, 0, 1, 0, 4, 0]"
ACCEPTABLY,1.9444444444444444,1.8934009929915632,18,"[0, 0, 2, 1, 0, 0, 5, 4, 0, 3, 2, 5, 0, 1, 3, 3, 5, 1]"
ACCEPTANCE,2.9411764705882355,1.7128407776006984,17,"[2, 4, 5, 0, 4, 3, 2, 4, 0, 5, 2, 5, 4, 0, 3, 3, 4]"
ACCEPTANT,2.15,2.0332758116683998,20,"[0, 5, 4, 2, 0, 0, 4, 0, 3, 4, 0, 1, 5, 3, 3, 5, 0, 4, 0, 0]"
ACCEPTED,2.2,2.067289096988207,20,"[1, 1, 4, 3, 1, 4, 3, 3, 0, 5, 5, 0, 4, 5, 0, 0, 0, 0, 5, 0]"
ACCEPTOR,1.8,1.8973665961010278,15,"[1, 1, 0, 5, 4, 2, 3, 3, 0, 0, 0, 5, 0, 0, 3]"
ACCESS,1.1,1.4473205733717958,20,"[4, 2, 0, 4, 0, 0, 2, 1, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 3, 1]"
ACCESSIBILITY,1.0625,1.8062391868188443,16,"[2, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5, 5, 0, 0]"
