word,mean,std,n,individual_ratings
ABLAZE,1.1176470588235294,1.6156404667026198,17,"[0, 1, 3, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 5, 3, 0, 3]"
ABLE,1.2666666666666666,2.1865389045137937,15,"[0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 4, 5]"
ABLY,0.23529411764705882,0.7524469885568255,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0]"
ABNORMAL,2.0,1.7950549357115013,19,"[3, 5, 0, 5, 0, 0, 0, 0, 3, 3, 2, 2, 3, 3, 1, 1, 2, 5, 0]"
ABNORMALITY,1.8421052631578947,1.8933555718980593,19,"[0, 3, 0, 2, 1, 5, 5, 0, 1, 1, 5, 0, 3, 0, 0, 0, 3, 4, 2]"
ABNORMALLY,1.1111111111111112,1.4095843729891318,18,"[2, 0, 3, 0, 1, 3, 0, 0, 0, 3, 4, 0, 0, 0, 2, 2, 0, 0]"
ABOARD,0.7142857142857143,1.1464230084422218,21,"[0, 0, 0, 1, 0, 1, 3, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 2, 0, 4, 0]"
ABODE,2.066666666666667,2.086236073022646,15,"[2, 2, 2, 3, 0, 0, 5, 0, 5, 5, 0, 5, 0, 2, 0]"
ABOLISH,0.96,1.5937377450509227,25,"[0, 0, 3, 0, 2, 4, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 3, 0, 1, 5, 0, 0, 0, 0, 0]"
ABOLISHABLE,0.4,1.2983506020002014,15,"[0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
ABOLISHER,0.42857142857142855,0.9376144618769908,14,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0]"
ABOLISHMENT,0.29411764705882354,0.7717436331412897,17,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
ABOLITION,0.2727272727272727,0.6466697906828632,11,"[0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0]"
ABOLITIONISM,0.11764705882352941,0.3321055820775357,17,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
ABOLITIONIST,0.5,1.243163121016122,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4]"
ABOMINABLE,0.47058823529411764,0.9432422182837986,17,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 3, 2, 0]"
ABOMINABLENESS,0.6363636363636364,1.5666989036012804,11,"[0, 0, 5, 2, 0, 0, 0, 0, 0, 0, 0]"
ABOMINABLY,0.5833333333333334,0.90033663737852,12,"[0, 0, 0, 2, 2, 0, 0, 1, 2, 0, 0, 0]"
ABOMINATE,0.6956521739130435,1.2223220304997613,23,"[0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 1, 0, 1, 0, 4, 1]"
ABOMINATION,0.35,0.5871429486123998,20,"[1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
ABORIGINAL,0.17647058823529413,0.39295262399668784,17,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
ABORT,0.375,0.8850612031567836,16,"[0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 3, 0]"
ABORTED,0.8947368421052632,1.7286711930171255,19,"[3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 3, 0, 0, 0, 5, 0]"
ABORTION,0.7058823529411765,1.5315313367000094,17,"[0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 0, 1, 0, 4, 0, 0, 0]"
ABORTIONIST,0.4444444444444444,1.247219128924647,18,"[0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
ABORTIVE,0.14285714285714285,0.5345224838248488,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
ABORTIVELY,0.26666666666666666,0.7988086367179801,15,"[0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
ABOUND,0.25,1.0,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]"
ABOUNDING,0.5,0.816496580927726,16,"[0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0]"
ABOUT,0.125,0.49999999999999994,16,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
ABOVE,0.47058823529411764,0.9432422182837986,17,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 1, 0]"
ABOVE ALL,0.55,1.3945382182304162,20,"[0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]"
ABOVEBOARD,0.17647058823529413,0.727606875108999,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
ABOVEGROUND,0.75,1.3717065820970684,20,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 5, 3, 0, 1, 1, 0]"
ABOVEMENTIONED,0.2,0.560611910581388,15,"[1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
ABRACADABRA,0.0,0.0,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABRASION,3.2941176470588234,1.9288826390670113,17,"[5, 0, 4, 4, 5, 0, 5, 2, 2, 2, 3, 5, 5, 5, 4, 5, 0]"
ABRASIVE,4.266666666666667,1.5796322658258455,15,"[4, 0, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 4, 5]"
ABRASIVELY,3.1176470588235294,1.536324873731809,17,"[2, 5, 3, 5, 4, 5, 1, 0, 4, 2, 4, 3, 2, 2, 2, 5, 4]"
ABRASIVENESS,3.65,1.899445902583726,20,"[0, 5, 3, 5, 5, 5, 3, 3, 4, 5, 5, 4, 0, 5, 5, 5, 1, 0, 5, 5]"
ABREAST,0.7333333333333333,1.486446705914413,15,"[0, 0, 0, 2, 0, 5, 3, 0, 0, 0, 0, 0, 0, 1, 0]"
ABRIDGE,0.3333333333333333,1.1547005383792517,12,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABRIDGED,0.3333333333333333,1.2909944487358056,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]"
ABRIDGMENT,0.5384615384615384,1.1982893790305562,13,"[4, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0]"
ABROAD,0.8421052631578947,1.2588865404147536,19,"[0, 0, 0, 0, 0, 1, 0, 2, 3, 0, 1, 0, 3, 1, 0, 0, 1, 0, 4]"
ABRUPT,0.631578947368421,1.1160708020048367,19,"[0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 2, 0]"
ABRUPTLY,0.47058823529411764,0.9432422182837987,17,"[0, 0, 0, 2, 3, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
ABRUPTNESS,1.0555555555555556,1.6617574758359692,18,"[0, 0, 0, 2, 5, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 5, 2]"
ABSCESS,2.85,1.8715318802914815,20,"[3, 5, 4, 2, 5, 0, 3, 0, 4, 1, 5, 5, 0, 1, 1, 2, 3, 3, 5, 5]"
ABSCESSED,2.6470588235294117,2.0291986247835694,17,"[2, 2, 3, 2, 3, 5, 5, 1, 2, 5, 0, 5, 0, 5, 0, 5, 0]"
ABSENCE,1.0526315789473684,1.778691285765599,19,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 5, 5, 3, 1, 0, 0, 0, 4, 0, 0]"
ABSENT,0.8648648648648649,1.2508255532105843,37,"[0, 0, 3, 0, 2, 2, 0, 0, 0, 1, 0, 1, 2, 1, 2, 4, 0, 0, 0, 4, 4, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1]"
ABSENTEE,0.16666666666666666,0.9128709291752769,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABSENTEEISM,0.06666666666666667,0.2581988897471611,15,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
ABSENTLY,0.6666666666666666,1.35400640077266,21,"[0, 0, 0, 0, 2, 2, 0, 2, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABSENTMINDED,0.17647058823529413,0.7276068751089989,17,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABSENTMINDEDLY,0.3125,0.7932002689527196,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 1]"
ABSENTMINDEDNESS,0.29411764705882354,0.6859943405700353,17,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0]"
ABSENTNESS,0.6818181818181818,1.2867960816866657,22,"[0, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 3, 0]"
ABSINTHE,0.8461538461538461,1.6756169931378435,13,"[0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 5, 0]"
ABSOLUTE,0.6875,1.4476993242152645,16,"[0, 3, 0, 2, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
ABSOLUTELY,0.2777777777777778,1.1785113019775795,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]"
ABSOLUTENESS,0.5,1.0327955589886444,16,"[1, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 1, 0, 1, 0, 0]"
ABSOLUTION,0.05263157894736842,0.22941573387056177,19,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABSOLUTISM,0.07692307692307693,0.2773500981126145,13,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
ABSOLUTIST,0.6923076923076923,1.702185623672077,13,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 5, 0]"
ABSOLVABLE,0.13333333333333333,0.5163977794943222,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
ABSOLVE,0.29411764705882354,0.7717436331412896,17,"[0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
ABSORB,2.1944444444444446,1.9974189694910127,36,"[0, 3, 0, 5, 1, 0, 0, 5, 5, 5, 3, 2, 4, 1, 2, 3, 0, 5, 1, 3, 0, 2, 0, 0, 5, 3, 2, 4, 0, 0, 5, 4, 0, 0, 5, 1]"
ABSORBABILITY,2.25,1.7976321874848262,28,"[2, 3, 4, 1, 3, 0, 4, 0, 4, 3, 5, 2, 2, 0, 0, 5, 3, 4, 4, 0, 2, 0, 2, 0, 0, 4, 5, 1]"
ABSORBABLE,2.1,1.744163198544762,20,"[2, 0, 3, 2, 5, 4, 1, 4, 0, 1, 5, 3, 1, 0, 3, 1, 3, 0, 4, 0]"
ABSORBED,1.368421052631579,1.6736694986296652,19,"[1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 3, 0, 2, 1, 0, 3, 5, 3, 5]"
ABSORBENCY,2.210526315789474,1.7819760370137496,19,"[4, 3, 1, 0, 1, 0, 5, 0, 0, 5, 2, 3, 4, 3, 3, 1, 0, 3, 4]"
ABSORBENT,2.8125,1.641899306697379,16,"[2, 1, 5, 0, 3, 3, 3, 3, 1, 4, 3, 4, 0, 5, 5, 3]"
ABSORBER,2.625,1.5864005379054391,16,"[1, 5, 0, 1, 5, 3, 3, 3, 4, 1, 1, 4, 3, 4, 1, 3]"
ABSORBING,1.6,1.7290094517412349,20,"[3, 0, 0, 0, 5, 2, 0, 0, 5, 0, 4, 2, 0, 2, 0, 1, 1, 3, 1, 3]"
ABSORBINGLY,1.4705882352941178,1.8747548859392102,17,"[1, 0, 3, 3, 5, 0, 0, 5, 4, 0, 0, 0, 0, 0, 0, 2, 2]"
ABSORPTION,2.2857142857142856,1.728875643015133,14,"[4, 1, 3, 4, 4, 1, 1, 3, 5, 1, 4, 0, 0, 1]"
ABSORPTIVENESS,2.3333333333333335,1.4960264830861913,15,"[2, 3, 1, 4, 4, 0, 2, 0, 4, 2, 3, 1, 5, 2, 2]"
ABSTAIN,0.625,1.2583057392117916,16,"[0, 0, 0, 2, 3, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0]"
ABSTAINER,0.1875,0.75,16,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABSTENTION,0.0,0.0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABSTINENCE,0.6842105263157895,1.5653409844697797,19,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 5, 0, 0, 1]"
ABSTINENT,0.9473684210526315,1.5802139169719438,19,"[0, 0, 0, 1, 0, 1, 0, 3, 5, 0, 0, 3, 0, 0, 1, 0, 0, 0, 4]"
ABSTINENTLY,0.9333333333333333,1.6676187756655843,15,"[0, 0, 0, 5, 0, 1, 3, 4, 0, 0, 0, 0, 0, 0, 1]"
ABSTRACT,1.105263157894737,1.6962290477574484,19,"[0, 0, 1, 4, 2, 0, 3, 0, 0, 5, 2, 0, 0, 0, 0, 4, 0, 0, 0]"
ABSTRACTED,0.4,1.121223821162776,15,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0]"
ABSTRACTEDLY,0.4375,0.963932916061417,16,"[0, 0, 0, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABSTRACTEDNESS,0.7647058823529411,1.4802622979013669,17,"[0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3]"
ABSTRACTION,0.3125,1.0144785195688801,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1]"
ABSTRACTIONISM,0.5454545454545454,1.0357254813546264,11,"[2, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0]"
ABSTRACTIONIST,0.4166666666666667,0.90033663737852,12,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1]"
ABSTRACTIVE,0.75,1.5275252316519468,16,"[0, 3, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 1, 0, 0]"
ABSTRACTLY,0.5555555555555556,1.1991282236408358,18,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 1]"
ABSTRACTNESS,1.0,1.7511900715418267,16,"[5, 0, 1, 0, 1, 0, 5, 0, 0, 1, 0, 0, 3, 0, 0, 0]"
ABSURD,0.3125,0.8732124598286489,16,"[0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABSURDITY,0.11764705882352941,0.4850712500726659,17,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABSURDLY,0.3888888888888889,1.0369008625190794,18,"[4, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABSURDNESS,0.4666666666666667,1.1254628677422756,15,"[4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0]"
ABUNDANCE,1.8823529411764706,1.8331105033922694,17,"[4, 1, 0, 3, 2, 0, 4, 2, 0, 0, 5, 5, 0, 1, 0, 3, 2]"
ABUNDANT,1.5,1.7431183374807169,14,"[4, 0, 0, 0, 0, 3, 4, 4, 2, 0, 1, 0, 0, 3]"
ABUNDANTLY,1.1363636363636365,1.5211353699959822,22,"[0, 3, 0, 0, 0, 3, 5, 2, 4, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2]"
ABUSE,2.7,1.8381913307436342,20,"[1, 5, 3, 5, 2, 0, 5, 3, 3, 3, 0, 1, 5, 4, 5, 3, 3, 0, 3, 0]"
ABUSER,3.5,2.093407017561676,18,"[5, 3, 4, 0, 2, 0, 5, 5, 4, 5, 5, 5, 5, 0, 5, 0, 5, 5]"
ABUSIVE,1.6,2.0621909656836754,20,"[4, 0, 0, 4, 0, 3, 0, 5, 0, 5, 0, 0, 0, 4, 4, 0, 0, 0, 0, 3]"
ABUSIVELY,0.8888888888888888,1.4907119849998596,18,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 1, 5, 0]"
ABUSIVENESS,2.3157894736842106,2.381704141971257,19,"[3, 5, 4, 5, 0, 5, 0, 2, 5, 0, 5, 5, 0, 0, 5, 0, 0, 0, 0]"
ABYSMALLY,0.5,1.1670771035014103,30,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1]"
ABYSS,0.6666666666666666,1.4960264830861913,15,"[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3]"
ACADEMIA,0.16666666666666666,0.5144957554275265,18,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
ACADEMIC,0.07142857142857142,0.2672612419124244,14,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ACADEMIC YEAR,0.7777777777777778,1.4562399941750401,36,"[0, 0, 3, 0, 2, 2, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 4, 0, 0, 0, 0, 0, 3]"
ACADEMICALLY,0.4,0.8825799501580878,20,"[0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0]"
ACADEMY,0.3888888888888889,0.8498365855987974,18,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 2, 0, 0]"
ACCELERANT,0.7368421052631579,1.2841817655680772,19,"[3, 1, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]"
ACCELERATE,1.2105263157894737,1.6525719808972872,19,"[5, 0, 0, 0, 3, 4, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 3, 0, 3]"
ACCELERATED,1.0555555555555556,1.625973815801842,18,"[0, 0, 0, 0, 0, 4, 5, 0, 0, 0, 4, 0, 1, 1, 0, 1, 1, 2]"
ACCELERATION,1.7647058823529411,1.9852396506689651,17,"[0, 5, 0, 0, 1, 5, 2, 0, 0, 0, 3, 1, 1, 5, 3, 4, 0]"
ACCELERATIVE,0.7333333333333333,1.0327955589886444,15,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 1, 2]"
ACCELERATOR,1.25,1.5517392618742702,20,"[0, 2, 2, 3, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 5, 2, 3, 2]"
ACCELERATORY,1.0,1.7638342073763935,10,"[0, 5, 2, 0, 3, 0, 0, 0, 0, 0]"
ACCELEROMETER,1.105263157894737,1.4867838833500564,19,"[1, 2, 0, 0, 4, 0, 0, 0, 2, 0, 0, 5, 2, 0, 2, 2, 1, 0, 0]"
ACCENT,0.21052631578947367,0.7132825035177586,19,"[0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ACCENTUALLY,0.0625,0.25,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
ACCENTUATE,0.7857142857142857,1.4769288003552106,14,"[0, 0, 5, 0, 3, 1, 0, 1, 0, 1, 0, 0, 0, 0]"
ACCENTUATION,0.4375,0.8920949127381756,16,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3, 0, 0, 1, 0]"
ACCEPT,1.2941176470588236,1.9926334924652145,17,"[0, 0, 4, 0, 0, 3, 5, 0, 4, 5, 0, 0, 0, 1, 0, 0, 0]"
ACCEPTABILITY,0.6111111111111112,1.3345582608616182,18,"[2, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
ACCEPTABLE,1.2093023255813953,1.5048831553263327,43,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 3, 0, 0, 0, 5, 0, 2, 0, 2, 2, 2, 4, 2, 0, 2, 2, 0, 0, 3, 2, 0, 0, 5, 2, 0, 4, 2, 1, 0]"
ACCEPTABLENESS,1.0526315789473684,1.7786912857655988,19,"[1, 5, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5, 1, 0, 0, 0, 0, 3, 0]"
ACCEPTABLY,0.8333333333333334,1.3394467690277294,18,"[0, 0, 1, 1, 0, 0, 5, 2, 0, 3, 1, 1, 0, 0, 1, 0, 0, 0]"
ACCEPTANCE,1.1176470588235294,1.6538724611187705,17,"[0, 2, 5, 0, 4, 3, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0]"
ACCEPTANT,0.75,1.1180339887498947,20,"[0, 1, 0, 0, 2, 0, 3, 0, 2, 3, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0]"
ACCEPTED,0.85,1.496487114615601,20,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 3, 0, 0, 5, 0, 0, 0, 0, 4, 0]"
ACCEPTOR,0.5333333333333333,1.1254628677422753,15,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 2, 0]"
ACCESS,1.25,1.51744244666721,20,"[5, 4, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 1, 3, 3, 0, 0, 2, 2, 0]"
ACCESSIBILITY,1.125,1.707825127659933,16,"[1, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 2, 0, 4]"
ACCESSIBLE,0.7368421052631579,1.4469164631940534,19,"[0, 0, 0, 0, 0, 0, 5, 2, 0, 1, 3, 0, 0, 3, 0, 0, 0, 0, 0]"
