unit,mean,std,n,individual_ratings,item_type
Diseases weeds climate and of distribution affects pests change.,1.6,0.8944,5,"[1, 1, 3, 1, 2]",test
Don’t it worked they know if.,1.5,0.8367,6,"[2, 1, 3, 1, 1, 1]",test
Even prolonged contact seems eye to an have effect.,2.5714,1.9881,7,"[2, 2, 2, 2, 2, 1, 7]",test
Even prolonged eye contact seems to have an effect.,7.0,0.0,7,"[7, 7, 7, 7, 7, 7, 7]",test
Even prolonged eye seems contact to have an effect.,2.0,0.7071,5,"[3, 1, 2, 2, 2]",test
Find a or another quarter coin small.,1.4286,0.5345,7,"[2, 1, 2, 1, 2, 1, 1]",test
Find a quarter or another small coin.,6.5556,1.0138,9,"[7, 6, 7, 4, 7, 7, 7, 7, 7]",test
Find a quarter or small another coin.,3.5,2.3452,6,"[4, 1, 3, 1, 7, 5]",test
Freedom like the also in I mathematics.,1.1111,0.3333,9,"[1, 1, 1, 1, 1, 1, 2, 1, 1]",test
From go nature October to April late enthusiasts should early.,1.3,0.483,10,"[2, 1, 1, 1, 1, 2, 1, 2, 1, 1]",test
From have in some a water glass this rising in and pan ice I here pot steam this.,1.5,1.0,4,"[1, 1, 3, 1]",test
From small on and writers a about ideas hundred group Monday of we read to contributing outside six a eight our coming headline a hundred staff core.,1.0,0.0,6,"[1, 1, 1, 1, 1, 1]",test
Goal one to is to users decrease than percent less its IE6.,1.25,0.4629,8,"[2, 1, 1, 1, 1, 1, 2, 1]",test
Guys this harder is I thought than.,1.8182,0.9816,11,"[1, 2, 3, 1, 1, 3, 3, 3, 1, 1, 1]",test
Guys this is harder I than thought.,5.3333,2.0817,3,"[3, 6, 7]",test
Guys this is harder than I thought.,6.0,1.2649,6,"[4, 5, 7, 7, 7, 6]",test
Half three the the ended points with winning Belgians second.,1.2,0.4472,5,"[2, 1, 1, 1, 1]",test
Have atmosphere great a taste and local warm they.,1.2,0.4472,5,"[2, 1, 1, 1, 1]",test
Have both of the teams turn around and have the referee throw it into the grass or pitch the while teams aren’t looking.,3.5556,2.3511,9,"[3, 3, 1, 1, 4, 6, 1, 7, 6]",test
Have both of the teams turn around and have the referee throw it into the grass or pitch while the teams aren’t looking.,6.25,0.9574,4,"[7, 5, 7, 6]",test
Have both the of teams turn and around have the referee throw it into the grass or while pitch the teams aren’t looking.,2.4286,0.9759,7,"[4, 2, 3, 2, 2, 1, 3]",test
Have even to prolonged seems contact an eye effect.,1.1667,0.4082,6,"[1, 2, 1, 1, 1, 1]",test
Have from choose names you to many.,1.3333,0.5774,3,"[1, 2, 1]",test
"He slung belt his back, around his and gave it a quick tug.",3.0,,1,[3],test
"He slung his belt around his back, and gave it a quick tug.",6.4,0.8433,10,"[7, 7, 5, 6, 5, 6, 7, 7, 7, 7]",test
"He slung his belt around his back, and gave it quick a tug.",5.25,1.2583,4,"[5, 7, 4, 5]",test
Hear could thought she Gomez laughing she.,1.0,0.0,8,"[1, 1, 1, 1, 1, 1, 1, 1]",test
"However, these are operators not when adequate trying to software test features associated with specific domains.",2.125,1.3562,8,"[3, 1, 2, 2, 2, 1, 5, 1]",test
"However, these operators are not adequate when trying to software test features associated with specific domains.",6.4,0.5477,5,"[6, 6, 7, 7, 6]",test
"However, these operators are not adequate when trying to test software features associated with specific domains.",7.0,0.0,7,"[7, 7, 7, 7, 7, 7, 7]",test
I also like in the mathematics freedom.,1.5,0.5774,4,"[2, 2, 1, 1]",test
I also like the freedom in mathematics.,6.6,0.5477,5,"[7, 7, 6, 7, 6]",test
I also like the in freedom mathematics.,3.0,1.7321,7,"[4, 1, 3, 5, 1, 5, 2]",test
"I am the only candidate who has studied both economics and and law, the only candidate a with in background technology entrepreneurship.",4.1429,2.0354,7,"[4, 6, 3, 5, 1, 7, 3]",test
"I am the only candidate who has studied both economics and law, and only the candidate with a background in technology entrepreneurship.",6.2,1.0954,5,"[7, 5, 7, 7, 5]",test
"I am the only candidate who has studied both economics and law, and the only candidate with a background in technology entrepreneurship.",6.3333,2.0,9,"[7, 7, 7, 1, 7, 7, 7, 7, 7]",test
I don’t know what to say.,7.0,0.0,7,"[7, 7, 7, 7, 7, 7, 7]",test
I don’t say know what to.,1.8333,0.7528,6,"[2, 2, 3, 2, 1, 1]",test
I don’t what know to say.,4.75,3.1053,8,"[7, 7, 7, 1, 7, 7, 1, 1]",test
I don’t what say know to.,1.25,0.5,4,"[1, 2, 1, 1]",test
"I have here, some ice a pan, in water in this glass, and steam rising from pot this.",2.0,1.5492,6,"[1, 1, 5, 2, 1, 2]",test
"I have here, some ice in a pan, water in this glass, and steam rising from this pot.",5.7143,1.7043,7,"[3, 7, 5, 4, 7, 7, 7]",test
"I have here, some ice in a pan, water this in glass, and steam rising from this pot.",3.125,2.6424,8,"[7, 3, 1, 4, 1, 1, 7, 1]",test
I if crickets mice ever if anyone there bleachers wondered the back there under were went or.,1.0909,0.3015,11,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",test
"I like that something will be a bit of secret, or even unreliable narrator: someone tells something and first you trust him but then you more read and you become thrilled by everything.",2.4444,1.424,9,"[3, 4, 4, 1, 1, 3, 4, 1, 1]",test
"I like that something will be a bit of secret, or even unreliable narrator: someone tells something and first you trust him but then you read more and you become thrilled by everything.",4.5714,1.7182,7,"[5, 6, 1, 5, 4, 5, 6]",test
"I like that something will be a bit of secret, or unreliable even narrator: someone tells something and first trust you him but then you read more and become you thrilled by everything.",2.4286,1.5119,7,"[2, 5, 4, 1, 2, 1, 2]",test
"I wondered anyone if went back ever under the bleachers, if there were crickets or mice there.",2.6,1.1402,5,"[2, 1, 3, 3, 4]",test
"I wondered if anyone ever went back under the bleachers, if there were crickets or mice there.",3.5,2.2583,6,"[6, 3, 4, 6, 1, 1]",test
"I wondered if anyone ever went back under the bleachers, there if were crickets or mice there.",2.0,1.0,3,"[3, 2, 1]",test
"If someone asks you why all you pushed the buttons, you honestly can say, “It was just a joke!”",6.0,1.4142,4,"[6, 7, 4, 7]",test
"If someone asks you why you pushed all the buttons, you can honestly say, “It was just a joke!”",6.5,0.7559,8,"[7, 7, 6, 5, 7, 6, 7, 7]",test
"If someone asks you why you pushed all the buttons, you can honestly say, “It was just joke! a”",4.4,2.4083,5,"[6, 7, 1, 3, 5]",test
In flying can ball a hurt air the.,1.0,0.0,8,"[1, 1, 1, 1, 1, 1, 1, 1]",test
In special of success with public in were the was first aged his performances he works Prague 1873 and when 31 in 1872.,1.0,0.0,2,"[1, 1]",test
"In support of the first claim, we show that the similarities in form and function of an interjection with the specific function of repair initiation are very much greater across languages than chance coincidence would admit.",4.5,1.9149,4,"[3, 7, 3, 5]",test
"In support of the first claim, we show that the similarities in form and of function an interjection with the specific function of repair initiation are very much greater across languages than chance coincidence would admit.",3.125,2.4165,8,"[2, 1, 1, 2, 6, 6, 1, 6]",test
"In support of the first claim, we show that the similarities in form function and of an interjection with the specific function of repair initiation are very much greater across than languages coincidence chance would admit.",3.2857,2.3604,7,"[7, 6, 2, 3, 3, 1, 1]",test
"In the past decade, there has been a rapid influx of scuba divers and other coming tourists in, making tourism industry the major player in Coron today.",4.2222,2.5386,9,"[5, 5, 1, 1, 7, 7, 5, 1, 6]",test
"In the past decade, there has been a rapid influx of scuba divers and other tourists coming in, making tourism the major industry player in Coron today.",7.0,0.0,4,"[7, 7, 7, 7]",test
"In the past decade, there has been rapid a influx of scuba divers and other tourists coming in, making tourism the major industry player in Coron today.",5.1667,1.7224,6,"[6, 5, 6, 2, 5, 7]",test
In with currently talks we're people.,1.8,1.7889,5,"[1, 1, 1, 1, 5]",test
Island for you are the so is vacation right not to luxurious if tourism this a new is destination the looking.,1.1429,0.378,7,"[1, 1, 1, 2, 1, 1, 1]",test
It is important not to touch luminol the.,1.75,0.9574,4,"[2, 1, 3, 1]",test
It is important not to touch the luminol.,6.3333,0.8165,6,"[6, 7, 5, 7, 7, 6]",test
It is not important touch to luminol the.,1.75,0.7071,8,"[3, 2, 2, 2, 2, 1, 1, 1]",test
"It is situated Yorkshire, in Yorkshire, North England with some the of best preserved historical buildings and structures in Europe.",2.3333,1.5275,3,"[2, 4, 1]",test
"It is situated in Yorkshire, North England Yorkshire, with some of the best preserved historical buildings and structures in Europe.",5.6,0.5477,5,"[5, 6, 6, 5, 6]",test
"It is situated in Yorkshire, North Yorkshire, England with some of the best preserved historical buildings and structures in Europe.",6.2,1.1353,10,"[7, 7, 5, 7, 5, 4, 7, 7, 6, 7]",test
It the touch is not to important luminol.,1.8333,1.169,6,"[2, 2, 1, 4, 1, 1]",test
It you put hot you'd into coals the and know?,1.25,0.5,4,"[1, 1, 2, 1]",test
"It's quite a large Canadian tournament, and so we went as the Gliders team.",5.4,0.8944,5,"[6, 6, 5, 4, 6]",test
"It's quite a large Canadian tournament, and so we went team as the Gliders.",3.0,2.1213,5,"[4, 1, 3, 6, 1]",test
"It's quite a large Canadian tournament, and we so went as the Gliders team.",3.2727,1.4894,11,"[3, 3, 1, 3, 1, 2, 5, 5, 4, 4, 5]",test
Its goal is to IE6 decrease less users to than one percent.,1.75,0.5,4,"[2, 2, 2, 1]",test
Its goal is to decrease IE6 users to less than one percent.,6.8571,0.378,7,"[7, 7, 7, 7, 7, 7, 6]",test
Its goal is to decrease IE6 users to than less one percent.,5.0,2.0976,6,"[5, 1, 6, 6, 7, 5]",test
Jagged was and was holder no end there the.,1.0,0.0,4,"[1, 1, 1, 1]",test
Keep the soil moist until seeds the germinate.,3.6667,1.9664,6,"[1, 4, 4, 3, 3, 7]",test
Keep the soil moist until the seeds germinate.,7.0,0.0,6,"[7, 7, 7, 7, 7, 7]",test
Keep the until soil moist the germinate seeds.,1.6,0.8944,5,"[1, 3, 2, 1, 1]",test
Let’s say we now use a massive paperweight.,5.3333,0.5774,3,"[5, 5, 6]",test
Let’s say we now use massive a paperweight.,4.0,2.0,7,"[5, 2, 3, 6, 2, 7, 3]",test
Let’s say we use now massive paperweight a.,1.5,0.8367,6,"[1, 1, 2, 1, 3, 1]",test
Many dislike and math people students many.,1.1429,0.378,7,"[1, 1, 1, 1, 1, 1, 2]",test
"Many people, and many students, dislike math.",6.8889,0.3333,9,"[7, 7, 7, 7, 6, 7, 7, 7, 7]",test
"Many people, dislike and many students, math.",1.75,1.5,4,"[1, 1, 1, 4]",test
"Many people, many and students, dislike math.",2.8,2.49,5,"[7, 1, 2, 3, 1]",test
May easier the for revision allow option latter.,1.5,0.9258,8,"[1, 3, 3, 1, 1, 1, 1, 1]",test
"Mohamed was VIP a guest at the Google Science Fair this weekend, was and able to finalists meet at the event held at Google's headquarters located in Mountain View, California.",2.0,1.4142,5,"[1, 4, 3, 1, 1]",test
"Mohamed was a VIP guest at the Google Science Fair this weekend, and was able to meet finalists at the event held at Google's headquarters located in Mountain View, California.",6.75,0.4629,8,"[7, 7, 7, 7, 6, 7, 6, 7]",test
"Mohamed was a VIP guest at the Google Science Fair this weekend, and was to able meet finalists at the event held at Google's headquarters located in Mountain View, California.",6.2,1.7889,5,"[7, 7, 3, 7, 7]",test
Moisture sustained which cyclones form by a rain evaporated from by are called heat energy latent form is that of to released tropical condenses the ocean.,1.4444,0.7265,9,"[1, 3, 1, 2, 1, 1, 1, 1, 2]",test
Much are admit claim greater interjection first the across show similarities in chance function function initiation than and in the would with form of the very specific support we repair coincidence of languages of an that.,1.0,0.0,6,"[1, 1, 1, 1, 1, 1]",test
Nature enthusiasts should from go October early late to April.,3.0,2.0976,6,"[3, 3, 7, 2, 1, 2]",test
Nature enthusiasts should go from early October to April late.,5.2,2.3875,5,"[7, 6, 6, 6, 1]",test
Nature enthusiasts should go from early October to late April.,7.0,0.0,3,"[7, 7, 7]",test
New mixed copies I was thought copies they best the that bookstore books thing that this of used in with about.,1.4,0.5477,5,"[1, 2, 1, 1, 2]",test
"Next, we present results the our work of in two sections.",2.625,1.4079,8,"[3, 4, 5, 3, 1, 2, 1, 2]",test
"Next, we present the results of our work in two sections.",5.6667,2.3381,6,"[6, 7, 7, 6, 7, 1]",test
"Next, we the present results of our work in two sections.",1.8,0.4472,5,"[2, 2, 2, 2, 1]",test
Note that ratio the Skittles of to vodka from varies recipe to recipe.,2.75,0.9574,4,"[3, 2, 4, 2]",test
Note that the ratio Skittles of to vodka varies from recipe to recipe.,2.4286,1.9024,7,"[1, 5, 1, 3, 1, 1, 5]",test
Note that the ratio of Skittles to vodka varies from recipe to recipe.,6.0,2.2361,7,"[7, 7, 6, 7, 7, 7, 1]",test
Now the are mites closing in finally.,3.3333,2.5166,3,"[6, 3, 1]",test
Now the in are closing finally mites.,1.125,0.3536,8,"[1, 1, 2, 1, 1, 1, 1, 1]",test
Now the mites are closing finally in.,2.75,1.488,8,"[2, 4, 2, 1, 3, 5, 4, 1]",test
Now the mites are finally closing in.,6.6667,0.5164,6,"[7, 6, 6, 7, 7, 7]",test
Of Yorkshire and situated is Yorkshire in structures Europe in buildings preserved North best the historical England it with some.,1.0,0.0,7,"[1, 1, 1, 1, 1, 1, 1]",test
Of group a try with friends this.,1.2,0.4472,5,"[2, 1, 1, 1, 1]",test
Of part less next thrilling the the proceedings was.,1.2222,0.6667,9,"[1, 1, 1, 1, 3, 1, 1, 1, 1]",test
Of teams into or and throw the both pitch turn the referee have it grass the aren’t the while looking around teams have.,1.0,0.0,5,"[1, 1, 1, 1, 1]",test
One of them is the channels NBC that as the broadcasting rights owner the for United States will use air to the Paralympic Games on.,2.3,1.4944,10,"[3, 2, 3, 1, 1, 6, 2, 2, 2, 1]",test
One of them is the channels that NBC as the broadcasting rights for owner the United States will use to air the Paralympic Games on.,3.1667,2.137,6,"[5, 4, 1, 6, 1, 2]",test
One of them is the channels that NBC as the broadcasting rights owner for the United States will use to air the Paralympic Games on.,4.8,2.1679,5,"[6, 6, 1, 5, 6]",test
Our next of the sections work present in we two results.,1.1667,0.4082,6,"[1, 1, 1, 2, 1, 1]",test
Particularly rash also development provinces population jobseekers grew the west expanded as from through by outward city towards its absorbing the the.,1.6667,1.1547,3,"[3, 1, 1]",test
Same stuff teeth was just good sweets Steven often result bright not had really that besides your teeth your red some well the the plaque but stained technically the.,1.3333,0.5774,3,"[1, 2, 1]",test
Seconds everyone’s a longer the for if only makes few this ride elevator on.,1.2727,0.4671,11,"[2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1]",test
"Set a for timer minutes, ten and take a nap, a read book, or call your friend.",1.5,0.5477,6,"[2, 1, 2, 1, 2, 1]",test
"Set a timer for ten minutes, and take a nap, read a book, or call your friend.",5.5714,2.1492,7,"[6, 5, 7, 1, 7, 6, 7]",test
"Set a timer for ten minutes, and take a nap, read a or book, call your friend.",4.6667,1.9664,6,"[5, 5, 5, 1, 5, 7]",test
Set call and or a your take nap friend a a minutes ten book timer for read.,1.0,0.0,6,"[1, 1, 1, 1, 1, 1]",test
She eggnog a as lot didn’t rum Her boys their in take called them of.,1.1429,0.378,7,"[1, 1, 1, 1, 2, 1, 1]",test
"She said thanks a lot, you know, because she so was worried about Jonathan.",5.1429,1.4639,7,"[7, 3, 5, 4, 5, 7, 5]",test
"She said thanks a lot, you know, because she was so worried about Jonathan.",4.8571,1.9518,7,"[6, 2, 4, 3, 7, 7, 5]",test
"She said thanks a lot, you know, she because was worried about so Jonathan.",1.6667,1.1547,3,"[1, 3, 1]",test
She thought she Gomez could laughing hear.,2.0,0.9258,8,"[1, 1, 2, 3, 2, 3, 3, 1]",test
She thought she could Gomez hear laughing.,2.5,1.9149,4,"[3, 5, 1, 1]",test
She thought she could hear Gomez laughing.,7.0,0.0,5,"[7, 7, 7, 7, 7]",test
She's been for saying that months would you never wear it.,1.3333,0.5774,3,"[2, 1, 1]",test
She's been saying for months that you never would wear it.,6.75,0.5,4,"[7, 7, 6, 7]",test
She's been saying for months that you would never wear it.,7.0,0.0,6,"[7, 7, 7, 7, 7, 7]",test
She's it wear would that months been never for you saying.,1.25,0.4523,12,"[1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2]",test
Simply technically copying this code a the turn avoid your grammar would language rules you must into as however.,2.1429,2.1931,7,"[2, 1, 1, 1, 2, 1, 7]",test
Slung his his he quick gave belt around it tug a back and.,1.1,0.3162,10,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",test
So if Dutch anybody speaks tell me that what means.,2.0,0.866,9,"[1, 3, 2, 2, 2, 3, 3, 1, 1]",test
So if anybody speaks Dutch tell me what that means.,6.6667,0.5774,3,"[6, 7, 7]",test
So if speaks anybody Dutch tell me what that means.,3.2222,1.6415,9,"[2, 1, 4, 6, 2, 4, 3, 2, 5]",test
So it was a city grandmothers of.,1.6667,1.2111,6,"[2, 1, 4, 1, 1, 1]",test
So it was a city of grandmothers.,6.1429,1.215,7,"[7, 4, 5, 6, 7, 7, 7]",test
So it was of a grandmothers city.,3.25,1.8323,8,"[2, 1, 2, 3, 3, 3, 6, 6]",test
Software test are when these specific with features to associated domains trying adequate not however operators.,1.0,0.0,5,"[1, 1, 1, 1, 1]",test
Stuff basis of will daily you for in have writing room a us be long will pretty before on that already record you demonstrated a successful.,1.1429,0.378,7,"[1, 1, 2, 1, 1, 1, 1]",test
Team tournament and Canadian so a Gliders we as large the quite it's went.,1.25,0.5,4,"[1, 2, 1, 1]",test
That in is examples identify same conversational unrelated the show structure these to possible languages it.,1.0,0.0,6,"[1, 1, 1, 1, 1, 1]",test
"The Island is new to tourism, so if you are looking for a luxurious vacation this is not the right destination.",5.5,3.0,4,"[1, 7, 7, 7]",test
"The Island is new to tourism, so if you are looking for a luxurious vacation this is the not right destination.",5.6667,2.3094,3,"[3, 7, 7]",test
"The Island is new tourism, to so if you looking are for a luxurious vacation this is the not right destination.",2.7273,1.954,11,"[3, 1, 4, 1, 2, 5, 5, 1, 1, 6, 1]",test
The best thing that I about thought this bookstore was that they mixed in new copies of books with used copies.,4.6667,1.8619,6,"[7, 3, 5, 6, 2, 5]",test
The best thing that I thought about this bookstore was that they mixed in new copies of books with used copies.,5.4,1.6733,5,"[3, 5, 7, 7, 5]",test
The best thing that thought I about this bookstore was that they mixed new in copies of books used with copies.,2.5556,1.5899,9,"[5, 1, 3, 4, 3, 4, 1, 1, 1]",test
"The city also expanded outward through rash development, particularly towards the as west, its population grew by absorbing job-seekers from the provinces.",2.8571,1.8645,7,"[3, 1, 1, 5, 5, 4, 1]",test
"The city also expanded outward through rash development, particularly towards the west, as its population by job-seekers grew absorbing from the provinces.",5.6667,0.5774,3,"[6, 5, 6]",test
"The city also expanded outward through rash development, particularly towards the west, as its population grew by absorbing job-seekers from the provinces.",6.25,1.4848,12,"[7, 7, 7, 7, 2, 6, 7, 7, 7, 6, 7, 5]",test
"The first public performances of his works were in Prague in 1872 and, special with success, in 1873, when he was aged 31.",4.3333,1.633,6,"[6, 4, 5, 3, 6, 2]",test
"The first public performances of his works were in Prague in 1872 and, with special success, in 1873, when he was aged 31.",6.0,1.4142,7,"[6, 7, 6, 6, 3, 7, 7]",test
"The first public performances of his works were in Prague in 1872 special and, with success, in 1873, when he aged was 31.",2.3,1.767,10,"[4, 1, 1, 1, 1, 5, 5, 3, 1, 1]",test
The island lies deep in water and has sheltered waters and bays which provide a resting place for humpbacks with calves.,5.0,2.0,5,"[6, 2, 4, 6, 7]",test
The island lies in deep water and has sheltered waters and bays which provide a resting place for humpbacks with calves.,4.0,,1,[4],test
The island lies in deep water and sheltered has waters and bays which provide resting a place humpbacks for with calves.,2.5,1.8409,10,"[2, 2, 4, 1, 5, 1, 1, 2, 6, 1]",test
The keep the moist seeds until germinate soil.,1.875,1.2464,8,"[4, 1, 1, 3, 1, 3, 1, 1]",test
The latter may option allow for easier revision.,2.6,2.0736,5,"[1, 2, 6, 1, 3]",test
The latter may option for allow revision easier.,2.0,1.4142,8,"[2, 3, 1, 1, 5, 1, 2, 1]",test
The latter option may allow for easier revision.,7.0,0.0,4,"[7, 7, 7, 7]",test
The next of the part proceedings less was thrilling.,1.8,1.3038,5,"[4, 2, 1, 1, 1]",test
The next part of the proceedings was less thrilling.,7.0,0.0,5,"[7, 7, 7, 7, 7]",test
The next part of the was proceedings less thrilling.,2.8333,2.2286,6,"[1, 1, 7, 3, 3, 2]",test
The puppets used were picked specifically for task this with careful attention to their appearance.,2.5,1.7321,4,"[4, 1, 1, 4]",test
The puppets used were picked specifically for this task with careful attention to their appearance.,6.8,0.4216,10,"[7, 7, 6, 6, 7, 7, 7, 7, 7, 7]",test
The puppets were used picked specifically for this task with attention careful to appearance their.,2.5714,1.8127,7,"[1, 3, 6, 3, 1, 3, 1]",test
The second ended half with Belgians the three winning points.,2.6667,1.2111,6,"[2, 3, 1, 4, 2, 4]",test
The second half ended with the Belgians winning three points.,6.5714,0.7868,7,"[7, 5, 7, 7, 6, 7, 7]",test
The second half ended with the winning Belgians three points.,2.6667,1.633,6,"[5, 3, 1, 2, 4, 1]",test
There was holder no and the end was jagged.,2.8,1.3038,5,"[4, 2, 3, 4, 1]",test
There was no and holder the was jagged end.,1.0,0.0,9,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",test
There was no holder and the end was jagged.,6.2857,1.1127,7,"[7, 6, 6, 4, 7, 7, 7]",test
These examples show it is possible that to identify the same conversational structure in unrelated languages.,4.0,2.1602,4,"[2, 3, 7, 4]",test
These examples show that it is possible to identify the same conversational structure in languages unrelated.,5.2222,0.9718,9,"[5, 4, 5, 5, 6, 5, 7, 4, 6]",test
These examples show that it is possible to identify the same conversational structure in unrelated languages.,7.0,0.0,6,"[7, 7, 7, 7, 7, 7]",test
They also keep of score track the.,1.8333,0.9832,6,"[1, 2, 1, 3, 3, 1]",test
They also keep track of the score.,7.0,0.0,6,"[7, 7, 7, 7, 7, 7]",test
They also keep track the of score.,5.3333,1.9664,6,"[3, 7, 5, 3, 7, 7]",test
They also track score keep of the.,1.5,0.8367,6,"[1, 1, 3, 2, 1, 1]",test
They don’t it know worked if.,1.1667,0.4082,6,"[1, 1, 1, 1, 2, 1]",test
They don’t know if it worked.,6.8571,0.378,7,"[7, 7, 7, 7, 7, 6, 7]",test
They don’t know if worked it.,3.0,1.4142,6,"[5, 1, 3, 4, 2, 3]",test
